Degree,Iteration,Implicit Time,No Vector Time,Intrinsic Time,Imntrinsic load time
128,8,0.013362,0.019945,0.00499804,0.00473705
128,16,0.00672599,0.00556095,0.00577906,0.00559899
128,32,0.00884605,0.00577606,0.00694095,0.007377
128,64,0.015375,0.0147971,0.00792999,0.00760202
128,128,0.011296,0.013907,0.011041,0.00938101
128,256,0.01621,0.017018,0.011355,0.011059
128,512,0.040341,0.0158719,0.01568,0.0147401
128,1024,0.046761,0.023436,0.024272,0.024577
128,2048,0.057844,0.0385689,0.040419,0.040795
128,4096,0.083124,0.069697,0.073188,0.073236
128,8192,0.13989,0.129719,0.137111,0.142456
128,16384,0.25378,0.252324,0.264196,0.269429
128,32768,0.480934,0.499401,0.521972,0.528414
128,65536,0.949711,0.985603,1.05963,1.05167
128,131072,1.86292,1.92615,2.11432,2.12752
128,262144,3.75999,3.74987,4.18144,4.21152
128,524288,7.37406,7.4616,8.28297,8.42844
256,2,0.00523794,0.00484102,0.00369399,0.00387599
256,4,0.015408,0.014427,0.004844,0.00423095
256,8,0.014624,0.0190849,0.00471905,0.00502
256,16,0.00837903,0.00562805,0.00560206,0.006115
256,32,0.00963505,0.015564,0.00717197,0.00739697
256,64,0.018184,0.02284,0.00858002,0.00838906
256,128,0.037623,0.011162,0.010846,0.010074
256,256,0.030727,0.014961,0.01553,0.014812
256,512,0.0624419,0.022646,0.024875,0.023268
256,1024,0.062434,0.03815,0.041958,0.039154
256,2048,0.087364,0.070813,0.076292,0.070536
256,4096,0.155061,0.133954,0.147833,0.135582
256,8192,0.285971,0.259065,0.28974,0.265055
256,16384,0.539724,0.511137,0.579491,0.522351
256,32768,1.036,1.02379,1.15205,1.03314
256,65536,2.03918,1.9726,2.25715,2.0566
256,131072,4.04191,3.89551,4.47774,4.05874
256,262144,8.05675,7.67441,8.93618,8.20543
256,524288,15.8802,15.2894,17.5959,16.1889
512,2,0.00592905,0.00465603,0.00501005,0.00529295
512,4,0.00684701,0.00429001,0.00530004,0.00451094
512,8,0.015526,0.021138,0.00500997,0.00465903
512,16,0.027539,0.010413,0.00551799,0.00537596
512,32,0.013219,0.020357,0.00804302,0.00779298
512,64,0.028428,0.014413,0.009204,0.00984699
512,128,0.047415,0.013474,0.0149271,0.013479
512,256,0.039065,0.021229,0.0234841,0.0213541
512,512,0.058842,0.037577,0.041248,0.03714
512,1024,0.100857,0.068865,0.075231,0.069953
512,2048,0.152941,0.129396,0.143744,0.133039
512,4096,0.259605,0.253649,0.284432,0.258845
512,8192,0.481845,0.500976,0.574522,0.51363
512,16384,0.963012,0.988994,1.12779,1.01514
512,32768,1.901,1.9278,2.23049,2.01631
512,65536,3.77895,3.81794,4.43174,4.03947
512,131072,7.48662,7.54451,8.68553,8.04926
512,262144,15.0062,15.0018,17.6133,16.1643
512,524288,30.0386,29.9929,35.2736,32.31
1024,2,0.018668,0.01764,0.00601595,0.00470504
1024,4,0.008532,0.0235681,0.005574,0.00422302
1024,8,0.00950796,0.00517899,0.00548598,0.00465998
1024,16,0.026831,0.012976,0.010322,0.00980698
1024,32,0.04073,0.015061,0.017476,0.014974
1024,64,0.042387,0.012676,0.013982,0.013027
1024,128,0.071505,0.048238,0.0485751,0.047742
1024,256,0.066849,0.0360831,0.040473,0.0371299
1024,512,0.193521,0.104896,0.075637,0.07
1024,1024,0.152079,0.129309,0.146728,0.133203
1024,2048,0.715063,0.475126,0.286992,0.264604
1024,4096,0.485194,0.603489,0.94965,0.520479
1024,8192,1.61916,0.987908,1.15796,1.02278
1024,16384,3.72814,1.92782,2.28696,2.04211
1024,32768,3.77795,3.80564,4.49394,4.04706
1024,65536,7.56174,7.52251,9.05168,8.11983
1024,131072,16.8058,14.9979,18.1151,16.2239
1024,262144,31.338,29.9103,35.6511,31.6907
1024,524288,58.2316,59.2648,73.0875,63.6123
2048,2,0.018968,0.01627,0.00711205,0.017755
2048,4,0.0196059,0.017249,0.00803102,0.00610604
2048,8,0.041024,0.009216,0.00690105,0.00566396
2048,16,0.029522,0.018771,0.012947,0.0121371
2048,32,0.043873,0.013031,0.013758,0.013042
2048,64,0.063148,0.04374,0.0465159,0.0430241
2048,128,0.101735,0.075452,0.040667,0.036526
2048,256,0.168867,0.156525,0.140531,0.155818
2048,512,0.319963,0.294398,0.183459,0.132432
2048,1024,0.6382,0.605531,0.307102,0.487278
2048,2048,1.17171,1.17994,0.594832,0.513687
2048,4096,2.14373,1.98536,1.16707,1.02265
2048,8192,2.58046,1.92983,2.29474,2.01617
2048,16384,5.47879,3.86297,4.55387,3.93964
2048,32768,7.07565,7.57557,8.8161,8.02756
2048,65536,16.1224,15.0732,18.1403,16.2579
2048,131072,28.4823,30.1011,35.6065,31.8424
2048,262144,58.3704,60.1142,71.1532,63.6332
2048,524288,116.35,120.198,142.035,127.431
4096,2,0.043974,0.00759401,0.010661,0.013095
4096,4,0.0287,0.00540904,0.00639104,0.00599802
4096,8,0.041732,0.00867304,0.00881798,0.00891704
4096,16,0.048048,0.01581,0.014516,0.01271
4096,32,0.06542,0.0211661,0.023856,0.021429
4096,64,0.112993,0.050306,0.042025,0.0378791
4096,128,0.107861,0.0687021,0.077773,0.070326
4096,256,0.290268,0.278166,0.191477,0.134903
4096,512,0.554138,0.409268,0.321154,0.262768
4096,1024,1.04414,0.51327,0.599074,0.518568
4096,2048,1.14411,1.00454,1.17479,1.03262
4096,4096,1.78927,1.93771,2.30725,2.06829
4096,8192,5.17384,3.82084,4.57012,4.02946
4096,16384,7.06626,7.60582,9.04696,8.01941
4096,32768,14.2263,15.1083,18.388,16.187
4096,65536,27.9496,30.1866,35.9658,32.3508
4096,131072,56.11,60.2761,72.4366,64.3595
4096,262144,111.395,120.541,144.124,128.583
4096,524288,223.187,241.033,284.089,256.152
8192,2,0.044849,0.01278,0.010801,0.019824
8192,4,0.03773,0.00808297,0.00811294,0.00811405
8192,8,0.058462,0.0435859,0.014124,0.012957
8192,16,0.063173,0.028705,0.0240671,0.02043
8192,32,0.074809,0.037212,0.041626,0.036303
8192,64,0.103977,0.07039,0.07976,0.079395
8192,128,0.168016,0.131767,0.156384,0.137082
8192,256,0.431684,0.258163,0.29812,0.261936
8192,512,0.571896,0.525796,0.600739,0.522511
8192,1024,1.09122,1.03126,1.19664,1.06366
8192,2048,2.11882,2.01044,2.39577,2.1213
8192,4096,4.32426,3.88763,4.78364,4.18881
8192,8192,8.5604,7.68592,9.29322,8.21796
8192,16384,16.8209,15.3008,18.321,16.2111
8192,32768,33.2672,30.5646,37.126,32.845
8192,65536,65.3421,63.3864,72.9964,65.1241
8192,131072,133.044,121.997,146.856,130.574
8192,262144,260.721,243.876,293.702,263.523
8192,524288,533.754,487.562,587.516,523.115
16384,2,0.046818,0.026444,0.020658,0.017206
16384,4,0.054143,0.013155,0.013239,0.011948
16384,8,0.061701,0.021856,0.024491,0.021409
16384,16,0.072789,0.038736,0.04367,0.0377271
16384,32,0.109937,0.072244,0.085033,0.073133
16384,64,0.172511,0.138982,0.161994,0.14077
16384,128,0.301024,0.282605,0.319525,0.300407
16384,256,0.561975,0.551017,0.650488,0.561534
16384,512,1.10503,1.0818,1.24335,1.08902
16384,1024,2.10649,2.03425,2.47269,2.18019
16384,2048,4.27607,4.04248,4.92005,4.19371
16384,4096,8.49698,7.95857,9.75985,8.51912
16384,8192,16.617,15.8292,19.0735,16.7795
16384,16384,32.9955,31.5515,38.1819,33.6032
16384,32768,65.8831,63.0988,76.3997,67.1152
16384,65536,131.055,126.103,152.639,135.036
16384,131072,263.356,252.074,305.204,268.926
16384,262144,523.705,504.205,612.442,542.6
16384,524288,1051.67,1012.37,1225.76,1082.71
32768,2,0.060863,0.020227,0.051773,0.040203
32768,4,0.065116,0.0280561,0.0232311,0.020046
32768,8,0.097741,0.038247,0.0430819,0.038603
32768,16,0.123415,0.0701751,0.0808651,0.071412
32768,32,0.185135,0.142297,0.162663,0.148499
32768,64,0.316098,0.277149,0.30716,0.276958
32768,128,0.564395,0.516462,0.629272,0.539003
32768,256,1.08384,1.03898,1.21184,1.04363
32768,512,2.12591,2.01186,2.35652,2.09937
32768,1024,4.25646,3.93837,4.74149,4.15509
32768,2048,8.33045,7.86445,9.46215,8.25935
32768,4096,16.5962,15.6177,18.9734,16.7535
32768,8192,32.7205,31.0581,37.2937,33.055
32768,16384,66.1434,62.1233,75.8801,66.6085
32768,32768,132.212,124.162,149.679,132.293
32768,65536,260.736,247.85,296.327,264.325
32768,131072,523.68,493.334,599.422,532.613
32768,262144,1046.47,986.522,1182.48,1052.87
32768,524288,2092.13,1977.01,2395.77,2126.72
65536,2,0.098597,0.062968,0.066569,0.036989
65536,4,0.109026,0.038615,0.053813,0.038229
65536,8,0.141499,0.075026,0.080425,0.072067
65536,16,0.220845,0.13948,0.170629,0.147637
65536,32,0.338306,0.270275,0.312075,0.282921
65536,64,0.599413,0.530463,0.63721,0.551613
65536,128,1.11671,1.03626,1.24767,1.09561
65536,256,2.15255,1.9824,2.38657,2.11324
65536,512,4.23268,3.94393,4.82167,4.2907
65536,1024,8.43941,7.82135,9.51243,8.48318
65536,2048,16.6369,15.5899,19.042,16.9685
65536,4096,32.9349,31.0638,37.7366,33.7018
65536,8192,65.7592,62.047,75.877,67.4977
65536,16384,131.44,123.985,150.761,134.369
65536,32768,261.653,247.946,300.054,267.639
65536,65536,525.578,495.826,602.264,535.92
65536,131072,1046.02,991.588,1202.39,1071.08
65536,262144,2093.36,1983.46,2410.44,2162.86
65536,524288,4185.13,3974.83,4863.1,4323.22
131072,2,0.508009,0.140318,0.14236,0.074954
131072,4,0.194341,0.080548,0.083293,0.072989
131072,8,0.266634,0.13794,0.160733,0.142402
131072,16,0.391124,0.270354,0.319275,0.281824
131072,32,0.620388,0.540963,0.66559,0.565806
131072,64,1.21118,1.06865,1.23053,1.08236
131072,128,2.28096,2.04854,2.43306,2.15218
131072,256,4.37677,3.96842,4.79506,4.22902
131072,512,8.5611,7.8909,9.56678,8.42477
131072,1024,16.8449,15.7281,18.7117,16.618
131072,2048,33.5871,31.1697,37.6926,33.3014
131072,4096,67.6018,62.3676,74.6902,66.8089
131072,8192,134.372,124.581,149.678,133.597
131072,16384,266.081,249.064,298.098,266.002
131072,32768,532.8,498.089,595.704,532.011
131072,65536,1076.34,995.976,1194.04,1064.98
131072,131072,2136.17,1991.88,2391.01,2126.73
131072,262144,4256.73,3992.39,4786.62,4281.2
131072,524288,8504.6,8011.47,9640.33,8751.66
262144,2,0.761687,0.223688,0.238615,0.166201
262144,4,0.702482,0.202209,0.160051,0.142954
262144,8,0.610687,0.280526,0.339976,0.281186
262144,16,0.82558,0.586982,0.646401,0.582772
262144,32,1.35099,1.0919,1.31252,1.11573
262144,64,2.52184,2.18498,2.51086,2.23899
262144,128,4.77976,4.233,4.86286,4.34463
262144,256,9.23088,8.3506,9.67916,8.68385
262144,512,18.1968,16.5549,19.3464,17.7302
262144,1024,35.9743,33.0193,38.6975,34.7524
262144,2048,71.5677,65.9163,77.4437,69.0426
262144,4096,142.435,131.747,153.386,137.184
262144,8192,283.462,263.249,305.558,274.292
262144,16384,566.949,526.952,610.93,548.199
262144,32768,1130.85,1053.34,1225.06,1100.8
262144,65536,2259.45,2105.79,2442.94,2192.68
262144,131072,4514.93,4201.33,4894.75,4393.11
262144,262144,9127.02,8426.33,9798.5,8845.04
262144,524288,18124.8,16817.5,19575.4,17571.6
524288,2,0.727425,0.773423,0.537979,0.293817
524288,4,0.965539,0.326846,0.318589,0.288932
524288,8,1.13124,0.562819,0.65335,0.529133
524288,16,1.59827,1.10735,1.27947,1.0579
524288,32,2.75626,2.13608,2.52593,2.22036
524288,64,5.02436,4.19994,4.99149,4.33699
524288,128,9.45732,8.25672,9.76695,8.87912
524288,256,18.3281,16.415,19.2927,17.0869
524288,512,36.1612,32.7705,38.9714,34.6694
524288,1024,71.0303,65.4634,77.186,68.6145
524288,2048,141.417,130.51,153.721,137.004
524288,4096,284.616,261.18,307.68,273.552
524288,8192,570.203,522.693,631.318,561.472
524288,16384,1166.44,1082.64,1338.9,1160.52
524288,32768,2290.53,2166.11,2681.85,2323.85
524288,65536,4662.04,4324.82,5356.86,4654.68
524288,131072,9156.84,8651.23,10762.4,9292.79
524288,262144,18500.2,17318.3,21487.3,18675.5
524288,524288,36701.2,34632.4,43123.7,37237
1048576,2,1.4879,1.02171,1.25908,0.624771
1048576,4,1.5341,0.980434,0.762327,0.630156
1048576,8,2.08631,1.20099,1.52835,1.27534
1048576,16,3.21173,2.2967,2.93934,2.49699
1048576,32,5.38758,4.46588,5.83856,4.99755
1048576,64,9.82774,8.8464,11.2689,9.9074
1048576,128,19.052,17.6224,22.6007,19.4546
1048576,256,37.6847,35.162,45.3553,39.0934
1048576,512,73.452,70.232,89.4009,76.8664
1048576,1024,145.879,140.366,179.028,155.144
1048576,2048,292.57,280.353,357.589,306.605
1048576,4096,579.508,560.268,720.482,613.706
1048576,8192,1155.32,1120.83,1435.33,1232.37
1048576,16384,2324.35,2240.63,2865.25,2476.59
1048576,32768,4717.16,4479.07,5740.83,4936.72
1048576,65536,9279.91,8961.91,11456.3,9839.93
1048576,131072,18637.2,17921.9,22883.9,19789.1
1048576,262144,37116.5,35839.8,45954,39528.5
1048576,524288,74571.6,71763.9,92329.4,79419.1
