Degree,Iteration,Implicit Time,No Vector Time,Intrinsic Time,Imntrinsic load time
8,2,27.4283,25.9433,25.6528,25.9893
8,4,24.3765,25.9867,25.656,18.0194
8,8,0.116999,0.108153,0.106474,0.106523
8,16,0.109929,0.112889,0.107351,0.10683
8,32,0.117494,0.107961,0.108888,0.108792
8,64,0.115886,0.112611,0.113717,0.111141
8,128,0.124113,0.115497,0.115218,0.124561
8,256,0.119617,0.118502,0.123469,0.119169
8,512,0.13059,0.120152,0.124699,0.120812
8,1024,0.128196,0.126591,0.121853,0.123404
8,2048,0.140734,0.12184,0.127106,0.126792
8,4096,0.147662,0.126115,0.128169,0.132
8,8192,0.163524,0.129707,0.141768,0.13345
8,16384,0.236881,0.14283,0.140796,0.151472
8,32768,0.325907,0.173353,0.151264,0.156126
8,65536,0.540105,0.22656,0.231065,0.263796
8,131072,0.629051,0.327748,0.245992,0.309878
8,262144,1.3774,0.552744,0.567605,0.69446
8,524288,2.69206,0.75475,0.75107,1.00054
16,2,0.211942,0.207946,0.224741,0.209463
16,4,0.227082,0.206844,0.207349,0.211392
16,8,0.226894,0.213364,0.212142,0.20899
16,16,0.221203,0.210872,0.207028,0.208194
16,32,0.211108,0.208945,0.209542,0.210856
16,64,0.216294,0.213654,0.214286,0.214841
16,128,0.238883,0.216077,0.217904,0.223431
16,256,0.232232,0.225532,0.218791,0.218076
16,512,0.225512,0.220764,0.224008,0.221656
16,1024,0.227661,0.223508,0.224503,0.222806
16,2048,0.239965,0.224339,0.232399,0.224655
16,4096,0.254063,0.226533,0.240715,0.231749
16,8192,0.27386,0.232631,0.24397,0.238016
16,16384,0.291719,0.23811,0.261984,0.251947
16,32768,0.328147,0.252641,0.285722,0.268136
16,65536,0.398755,0.282033,0.336321,0.305745
16,131072,0.534265,0.336853,0.398955,0.383431
16,262144,0.814344,0.443554,0.583698,0.551032
16,524288,1.39177,0.661736,0.925894,0.859127
32,2,0.210271,0.207815,0.207619,0.207903
32,4,0.20924,0.206297,0.208034,0.205995
32,8,0.223989,0.205121,0.207004,0.212318
32,16,0.210068,0.212998,0.209569,0.209114
32,32,0.210916,0.209013,0.210091,0.208738
32,64,0.238255,0.213084,0.347722,0.239122
32,128,0.237801,0.21671,0.484972,0.218119
32,256,0.269719,0.245215,0.565364,0.245423
32,512,0.228088,0.219939,0.506841,0.248071
32,1024,0.23107,0.224753,0.455445,0.250051
32,2048,0.320471,0.254323,0.563192,0.258572
32,4096,0.26701,0.228326,0.57138,0.257046
32,8192,0.267029,0.238314,0.572098,0.267355
32,16384,0.372681,0.33004,0.622416,0.311374
32,32768,0.534089,0.357518,0.753458,0.373404
32,65536,0.578572,0.485257,0.872485,0.511147
32,131072,0.969687,0.669808,1.12764,0.779178
32,262144,1.81464,1.07836,1.63071,1.30015
32,524288,3.31811,1.71165,2.5015,2.238
64,2,0.211048,0.206445,0.442953,0.20855
64,4,0.236016,0.206182,0.574678,0.208803
64,8,0.262635,0.206644,0.550688,0.235547
64,16,0.21197,0.207424,0.52136,0.232886
64,32,0.210953,0.208404,0.390986,0.234302
64,64,0.267524,0.21216,0.578602,0.216669
64,128,0.245897,0.243961,0.555582,0.243772
64,256,0.224203,0.21842,0.503525,0.250968
64,512,0.278861,0.226041,0.584596,0.255918
64,1024,0.3525,0.250589,0.566936,0.251717
64,2048,0.391227,0.279014,0.610526,0.255325
64,4096,0.476157,0.265542,0.648238,0.295545
64,8192,0.424064,0.296709,0.620208,0.304708
64,16384,0.377584,0.348984,0.747379,0.360457
64,32768,0.575305,0.45132,0.861704,0.514661
64,65536,0.736614,0.652557,1.06379,0.762371
64,131072,1.34557,0.969648,1.49599,1.13434
64,262144,2.3607,1.65076,2.39255,2.03425
64,524288,4.71777,2.94637,4.11166,3.8031
128,2,0.209929,0.206251,0.469578,0.233979
128,4,0.210252,0.208072,0.548395,0.20763
128,8,0.210779,0.206379,0.546481,0.232547
128,16,0.209548,0.206987,0.496648,0.210618
128,32,0.21012,0.209133,0.520085,0.208707
128,64,0.268523,0.239333,0.552596,0.239202
128,128,0.219573,0.217657,0.580017,0.218553
128,256,0.252543,0.246655,0.55568,0.252322
128,512,0.245653,0.22636,0.589204,0.250489
128,1024,0.30913,0.225538,0.594755,0.253421
128,2048,0.336261,0.283493,0.651358,0.258101
128,4096,0.349172,0.276049,0.63858,0.302267
128,8192,0.440117,0.346613,0.751469,0.352529
128,16384,0.490747,0.444772,0.853371,0.461316
128,32768,0.777353,0.617278,1.06189,0.666641
128,65536,1.16284,0.962723,1.48677,1.07692
128,131072,1.99886,1.5649,2.36522,1.96213
128,262144,3.59996,2.91809,4.10598,3.25014
128,524288,3.17213,2.58601,3.23723,3.05333
256,2,0.00857704,0.0364138,0.00767598,0.015718
256,4,0.00909511,0.006614,0.00734089,0.00802299
256,8,0.010085,0.00758021,0.00845404,0.00762918
256,16,0.0255071,0.016762,0.00917214,0.00777112
256,32,0.0111818,0.0245469,0.0126342,0.00993514
256,64,0.0156649,0.0177189,0.013552,0.0140162
256,128,0.0231238,0.0219589,0.0175459,0.0163832
256,256,0.0457032,0.021305,0.0189958,0.018992
256,512,0.0404552,0.0226419,0.0251461,0.0222861
256,1024,0.0577141,0.0299909,0.0304301,0.0288432
256,2048,0.0819699,0.0419691,0.0433819,0.042131
256,4096,0.108515,0.0635792,0.0692948,0.0639858
256,8192,0.153218,0.107923,0.117909,0.109526
256,16384,0.228999,0.197211,0.224767,0.202347
256,32768,0.407501,0.376819,0.445476,0.385077
256,65536,0.757324,0.739347,0.843665,0.752275
256,131072,1.47854,1.39901,1.63499,1.48667
256,262144,2.88669,2.73195,3.22897,2.94124
256,524288,5.77216,5.2497,6.39324,5.8661
512,2,0.0229978,0.0199,0.00682004,0.00663207
512,4,0.0206059,0.0152271,0.00758913,0.00764712
512,8,0.0207459,0.0191728,0.00801677,0.00744783
512,16,0.0200588,0.0232511,0.00813706,0.00858576
512,32,0.0133169,0.0247299,0.00987295,0.0097311
512,64,0.0249082,0.03128,0.0130172,0.0123748
512,128,0.0276058,0.0247101,0.0164459,0.0170079
512,256,0.0349862,0.0204142,0.0198699,0.020782
512,512,0.048691,0.0263358,0.0278729,0.026654
512,1024,0.0727431,0.0382351,0.039706,0.039156
512,2048,0.100734,0.0607618,0.0662231,0.0609032
512,4096,0.139441,0.103699,0.115386,0.106066
512,8192,0.205792,0.192468,0.218478,0.196849
512,16384,0.386587,0.367787,0.438807,0.376346
512,32768,0.707684,0.731028,0.831135,0.749071
512,65536,1.37111,1.41566,1.62568,1.47086
512,131072,2.71407,2.68187,3.20163,2.91292
512,262144,5.38735,5.13993,6.35713,5.80721
512,524288,10.6766,10.1548,12.6481,11.6367
1024,2,0.0591099,0.010199,0.038671,0.0078111
1024,4,0.022434,0.0186269,0.00879916,0.0165319
1024,8,0.0124381,0.019157,0.0085462,0.00747809
1024,16,0.0274162,0.0259281,0.00872978,0.00851996
1024,32,0.0256122,0.0226658,0.0099802,0.0095061
1024,64,0.0254492,0.0306982,0.0147212,0.0129759
1024,128,0.0332608,0.0213449,0.0178071,0.0183299
1024,256,0.0647921,0.0473762,0.0240189,0.023858
1024,512,0.0981672,0.0348691,0.0365699,0.0342559
1024,1024,0.164196,0.054774,0.062042,0.0592858
1024,2048,0.350849,0.310477,0.186398,0.103707
1024,4096,0.708292,2.023,0.248396,0.192523
1024,8192,0.382739,0.36028,0.434067,0.377205
1024,16384,0.677471,0.716,0.837386,0.74236
1024,32768,2.08135,1.35306,1.63971,1.46577
1024,65536,2.60967,2.612,3.20602,2.91427
1024,131072,5.16333,5.1379,6.38707,5.81681
1024,262144,10.6392,10.1057,12.6588,11.6194
1024,524288,20.5352,20.0013,25.3019,23.1841
2048,2,0.034485,0.00892796,0.00643491,0.005477
2048,4,0.0209612,0.0242109,0.00733911,0.00758412
2048,8,0.0180669,0.012512,0.00723299,0.0075819
2048,16,0.0217361,0.0200969,0.00781576,0.00724093
2048,32,0.0323889,0.0154361,0.00955177,0.00815218
2048,64,0.0350679,0.0117122,0.0125091,0.0111542
2048,128,0.276354,0.020438,0.0190621,0.018466
2048,256,0.0582651,0.0288838,0.031578,0.028868
2048,512,0.0799312,0.0504951,0.055841,0.0518759
2048,1024,0.116608,0.0946228,0.106173,0.096652
2048,2048,0.197834,0.18196,0.202853,0.185449
2048,4096,0.368508,0.355264,0.430074,0.365738
2048,8192,0.66231,0.7091,0.815364,0.724506
2048,16384,1.42073,1.33587,1.61915,1.43939
2048,32768,2.55319,2.61522,3.1906,2.86646
2048,65536,5.05441,5.06146,6.35013,5.71682
2048,131072,10.2897,10.084,12.6087,11.4357
2048,262144,20.1155,20.0509,25.191,22.8633
2048,524288,40.1851,39.8845,50.2853,45.6509
4096,2,0.0355168,0.00626993,0.011992,0.0170718
4096,4,0.0234139,0.0116312,0.00758412,0.00651477
4096,8,0.0309828,0.0154782,0.0126169,0.0220022
4096,16,0.0234939,0.018294,0.0123542,0.017856
4096,32,0.0473839,0.0122179,0.0133148,0.0182362
4096,64,0.0501842,0.0177811,0.0196259,0.0181409
4096,128,0.0636289,0.0301368,0.0335532,0.0294969
4096,256,0.080069,0.0522931,0.0583402,0.0516379
4096,512,0.122102,0.0973129,0.110817,0.0965298
4096,1024,0.197522,0.183606,0.210765,0.18733
4096,2048,0.365235,0.358881,0.430626,0.365795
4096,4096,0.663675,0.712157,0.847462,0.738036
4096,8192,1.30114,1.41597,1.66533,1.46966
4096,16384,2.6708,2.69304,3.26736,2.89284
4096,32768,5.10495,5.14168,6.52449,5.77239
4096,65536,10.1592,10.2386,12.9442,11.5782
4096,131072,20.3107,20.3522,25.9109,23.1208
4096,262144,40.5532,40.449,51.7889,46.3265
4096,524288,81.3058,80.8724,103.373,92.5924
8192,2,0.0374312,0.011995,0.0284228,0.00821379
8192,4,0.0441168,0.00855886,0.00922603,0.00832088
8192,8,0.0335772,0.0319799,0.028511,0.00876393
8192,16,0.0361841,0.0129281,0.014912,0.0124869
8192,32,0.0712998,0.017107,0.0219391,0.0178521
8192,64,0.0677271,0.030402,0.0350972,0.0317169
8192,128,0.0892729,0.0548438,0.061677,0.0534449
8192,256,0.137024,0.106386,0.118464,0.125235
8192,512,0.596371,0.611455,0.481335,0.420721
8192,1024,0.41012,0.380207,0.432063,0.386246
8192,2048,0.783264,0.743745,0.882101,0.761491
8192,4096,1.51516,1.39681,1.73982,1.50623
8192,8192,3.00626,2.77127,3.44448,2.99699
8192,16384,5.94535,5.3778,6.83421,5.98708
8192,32768,11.8531,10.5459,13.5945,11.9562
8192,65536,23.6767,20.9918,27.1334,23.865
