Degree,Iteration,Implicit Time,No Vector Time,Intrinsic Time,Imntrinsic load time
32,2,0.007108,0.00691395,0.00676794,0.00834806
32,4,0.006623,0.00724898,0.00857603,0.00710403
32,8,0.023138,0.00768994,0.00745803,0.008975
32,16,0.00850101,0.017749,0.00878004,0.013246
32,32,0.00949705,0.022507,0.00878104,0.00943906
32,64,0.0131331,0.034175,0.0120101,0.012602
32,128,0.051828,0.018013,0.018089,0.018313
32,256,0.033937,0.028848,0.0332569,0.024612
32,512,0.038038,0.027986,0.0320669,0.030438
32,1024,0.0514,0.034691,0.034819,0.0337839
32,2048,0.057909,0.037806,0.041187,0.0391429
32,4096,0.065618,0.0443301,0.043309,0.04435
32,8192,0.073087,0.047707,0.0489549,0.047174
32,16384,0.088165,0.056387,0.05729,0.0592839
32,32768,0.124763,0.071008,0.078064,0.07504
32,65536,0.161601,0.104765,0.106578,0.11266
32,131072,0.202318,0.162785,0.177883,0.173435
32,262144,0.360553,0.279887,0.306403,0.302207
32,524288,0.614651,0.512127,0.558151,0.559507
64,2,0.017744,0.017878,0.00786901,0.00849096
64,4,0.021763,0.00672899,0.00786404,0.00741095
64,8,0.00795203,0.0170881,0.00729204,0.00741302
64,16,0.00839306,0.019215,0.00875602,0.00784895
64,32,0.022837,0.00861995,0.00951104,0.00894597
64,64,0.028912,0.020489,0.0131891,0.013094
64,128,0.020526,0.031624,0.017925,0.0178
64,256,0.041774,0.031829,0.0241249,0.025478
64,512,0.0697071,0.027338,0.030323,0.02819
64,1024,0.065671,0.0327171,0.0338669,0.0335
64,2048,0.067983,0.0373169,0.04258,0.04104
64,4096,0.077423,0.043362,0.042002,0.043645
64,8192,0.0732019,0.049255,0.052435,0.0541471
64,16384,0.092131,0.064222,0.069132,0.068589
64,32768,0.122565,0.093335,0.105156,0.101977
64,65536,0.179615,0.151853,0.160653,0.161003
64,131072,0.311187,0.268884,0.279252,0.290812
64,262144,0.517427,0.500772,0.547462,0.525471
64,524288,0.958975,0.965607,1.03214,0.998242
128,2,0.00903896,0.016264,0.00974803,0.00855299
128,4,0.00780296,0.00779897,0.00792199,0.00801198
128,8,0.019368,0.020867,0.00758996,0.017085
128,16,0.00841103,0.00816904,0.00804001,0.009321
128,32,0.00986996,0.021159,0.00943005,0.00930796
128,64,0.018551,0.0295799,0.013549,0.0129179
128,128,0.048906,0.019504,0.018644,0.018812
128,256,0.045356,0.0251421,0.02612,0.025141
128,512,0.043437,0.032192,0.0327129,0.029486
128,1024,0.055236,0.0297151,0.03595,0.034386
128,2048,0.059394,0.0358999,0.04124,0.040635
128,4096,0.081193,0.047021,0.047889,0.049912
128,8192,0.107615,0.061476,0.066824,0.062569
128,16384,0.113125,0.093202,0.096221,0.098271
128,32768,0.170719,0.147634,0.160521,0.158545
128,65536,0.277142,0.268478,0.272745,0.283189
128,131072,0.496997,0.49596,0.550137,0.514451
128,262144,0.920108,0.947288,1.0337,0.996909
128,524288,1.7795,1.76509,1.99526,1.95642
256,2,0.0138051,0.018201,0.00913801,0.016997
256,4,0.00848102,0.00669999,0.007924,0.00810205
256,8,0.00789005,0.00755901,0.00757803,0.00756394
256,16,0.0228609,0.00902204,0.00947103,0.00933998
256,32,0.010111,0.018832,0.00955505,0.00928599
256,64,0.014284,0.0200749,0.0148241,0.013891
256,128,0.025004,0.027062,0.018956,0.02106
256,256,0.023064,0.024113,0.0261921,0.025466
256,512,0.054477,0.029041,0.0308401,0.028406
256,1024,0.074771,0.03309,0.037831,0.0359009
256,2048,0.090318,0.044702,0.04576,0.0450761
256,4096,0.101383,0.057116,0.062638,0.061338
256,8192,0.126485,0.0923009,0.09865,0.0950771
256,16384,0.196084,0.14944,0.164101,0.15462
256,32768,0.302039,0.268788,0.302398,0.279351
256,65536,0.548307,0.503461,0.561607,0.520999
256,131072,1.0152,0.985899,1.12342,0.998616
256,262144,1.97074,1.81306,2.17822,1.97317
256,524288,3.89865,3.52148,4.2774,3.90387
512,2,0.019239,0.0210829,0.00850002,0.00712203
512,4,0.010599,0.019704,0.00794504,0.00725698
512,8,0.023501,0.00804898,0.00962903,0.00933505
512,16,0.022915,0.021935,0.00810003,0.007533
512,32,0.009674,0.01851,0.00938997,0.00972103
512,64,0.0289181,0.021647,0.0137631,0.012837
512,128,0.022068,0.018577,0.020482,0.018518
512,256,0.059151,0.026481,0.025715,0.027318
512,512,0.0717481,0.029791,0.029829,0.0331021
512,1024,0.0799501,0.0372619,0.040746,0.038794
512,2048,0.083198,0.054259,0.0582709,0.055633
512,4096,0.111833,0.085583,0.091994,0.085989
512,8192,0.180441,0.147495,0.155045,0.147896
512,16384,0.291089,0.260583,0.291062,0.263726
512,32768,0.518538,0.499168,0.54747,0.508628
512,65536,0.97051,0.976258,1.10652,0.988485
512,131072,1.83553,1.80567,2.15093,1.95276
512,262144,3.62769,3.55382,4.24185,3.87517
512,524288,7.18885,6.88195,8.41265,7.74401
1024,2,0.017204,0.0224199,0.00859499,0.00955406
1024,4,0.0293611,0.020255,0.00778996,0.017939
1024,8,0.009664,0.010913,0.011587,0.020671
1024,16,0.019757,0.024745,0.00855999,0.01884
1024,32,0.02186,0.0216679,0.011449,0.0108349
1024,64,0.02447,0.033065,0.015789,0.02074
1024,128,0.026118,0.021654,0.0289661,0.02852
1024,256,0.061347,0.03157,0.026954,0.036654
1024,512,0.0767921,0.0449,0.053575,0.058264
1024,1024,0.121499,0.098401,0.098406,0.107287
1024,2048,0.20506,0.180251,0.085159,0.081593
1024,4096,0.406621,0.217736,0.151055,0.165999
1024,8192,0.523708,0.436245,0.488811,0.260676
1024,16384,0.510235,0.628486,0.542175,0.498346
1024,32768,1.208,0.9283,1.09545,0.976823
1024,65536,3.14739,2.38759,2.12736,1.92434
1024,131072,8.08054,3.40639,4.20514,3.8239
1024,262144,6.81339,6.70907,8.33943,7.61833
1024,524288,14.6104,13.3729,16.627,15.213
2048,2,0.0206371,0.026859,0.00988896,0.017464
2048,4,0.0214871,0.031877,0.00819404,0.017947
2048,8,0.028717,0.0228,0.00760899,0.018817
2048,16,0.028418,0.0261011,0.00952097,0.00929095
2048,32,0.027412,0.028589,0.010821,0.010907
2048,64,0.033049,0.021432,0.017836,0.015195
2048,128,0.049125,0.025367,0.030841,0.030166
2048,256,0.064776,0.050637,0.031277,0.0296241
2048,512,0.123481,0.07015,0.074607,0.044776
2048,1024,0.203292,0.1471,0.152396,0.133708
2048,2048,0.366756,0.325114,0.340994,0.264117
2048,4096,0.623964,0.439173,0.313227,0.25565
2048,8192,1.25723,0.504841,0.572403,0.493699
2048,16384,2.36682,0.955325,1.08839,0.971718
2048,32768,2.02424,1.82629,2.13851,1.93691
2048,65536,6.40746,3.47768,4.23008,3.8488
2048,131072,6.73589,6.81344,8.42418,7.68672
2048,262144,13.4336,13.4984,16.7864,15.3382
2048,524288,26.8011,26.88,33.4752,30.665
4096,2,0.01714,0.032331,0.00799497,0.0219611
4096,4,0.035344,0.010102,0.010811,0.016
4096,8,0.032684,0.013854,0.009112,0.00941395
4096,16,0.042512,0.01623,0.01049,0.010512
4096,32,0.053838,0.016487,0.014689,0.012092
4096,64,0.053078,0.016902,0.017861,0.016609
4096,128,0.061862,0.026391,0.027995,0.025552
4096,256,0.122585,0.079753,0.045373,0.042546
4096,512,0.185472,0.174788,0.169421,0.134687
4096,1024,0.171659,0.13139,0.143722,0.132946
4096,2048,0.258283,0.247412,0.277637,0.256329
4096,4096,0.472522,0.480617,0.542219,0.503262
4096,8192,0.887973,0.953698,1.10371,0.988739
4096,16384,1.71928,1.78139,2.16668,1.96812
4096,32768,3.39176,3.45452,4.29513,3.9166
4096,65536,6.74294,6.79913,8.52889,7.81687
4096,131072,13.433,13.563,17.0106,15.6165
4096,262144,27.2117,26.9715,33.8748,31.1061
4096,524288,53.5662,53.7413,67.7068,62.2255
8192,2,0.030368,0.0142819,0.017834,0.0113471
8192,4,0.029311,0.0163731,0.031853,0.012632
8192,8,0.045317,0.00999996,0.030039,0.0105949
8192,16,0.052864,0.010888,0.012888,0.0108509
8192,32,0.0548361,0.016092,0.016655,0.015056
8192,64,0.0690211,0.05437,0.027979,0.024638
8192,128,0.101894,0.057589,0.045847,0.040347
8192,256,0.158729,0.075105,0.079496,0.07193
8192,512,0.168455,0.130761,0.149334,0.140356
8192,1024,0.285393,0.252959,0.291403,0.260483
8192,2048,0.527953,0.497648,0.614602,0.506825
8192,4096,1.02221,0.961581,1.163,1.00763
8192,8192,2.00437,1.82076,2.28331,1.99964
8192,16384,3.95989,3.54223,4.51757,3.98391
8192,32768,7.88479,6.99989,8.99783,7.95503
8192,65536,15.7076,13.8801,17.9504,15.8956
8192,131072,31.8435,27.7027,35.8422,31.7263
8192,262144,62.8061,55.2731,71.6056,63.5198
8192,524288,125.122,110.357,143.099,126.877
16384,2,0.062938,0.024879,0.036822,0.0148229
16384,4,0.0559059,0.018957,0.019579,0.014182
16384,8,0.064552,0.015764,0.0290979,0.016325
16384,16,0.079194,0.0174149,0.017499,0.015157
16384,32,0.064827,0.024648,0.0279239,0.02682
16384,64,0.077336,0.040877,0.047935,0.041621
16384,128,0.113896,0.073115,0.082247,0.075271
16384,256,0.170249,0.131981,0.155751,0.13474
16384,512,0.297002,0.258234,0.28892,0.265629
16384,1024,0.529464,0.494703,0.601327,0.503537
16384,2048,1.02402,0.950853,1.14738,0.995485
16384,4096,1.99551,1.80009,2.24896,1.97578
16384,8192,3.9375,3.53488,4.4624,3.93966
16384,16384,7.81879,6.91705,8.85952,7.85614
16384,32768,15.6005,13.7337,17.6745,15.6868
16384,65536,31.1134,27.3743,35.2829,31.3205
16384,131072,62.1191,54.6487,70.5482,62.6903
16384,262144,124.232,109.177,142.038,126.532
16384,524288,248.396,219.516,284.213,253.057
32768,2,0.459563,0.023415,0.031842,0.039862
32768,4,0.0665279,0.044044,0.041031,0.025129
32768,8,0.066796,0.029841,0.04748,0.026125
32768,16,0.066793,0.0252089,0.0295559,0.025859
32768,32,0.109759,0.0418739,0.048454,0.043587
32768,64,0.126231,0.082499,0.087849,0.078808
32768,128,0.191629,0.142637,0.165128,0.148464
32768,256,0.309456,0.26298,0.302743,0.27071
32768,512,0.561705,0.505703,0.584276,0.520287
32768,1024,1.03327,0.966512,1.1828,1.02225
32768,2048,2.01777,1.83162,2.31127,2.0312
32768,4096,3.95689,3.5742,4.56445,4.04026
32768,8192,7.85712,7.04798,9.08023,8.35401
32768,16384,15.6338,13.9507,18.05,16.0808
32768,32768,31.1825,27.7702,36.0449,32.1527
32768,65536,62.2861,55.42,72.0272,64.261
32768,131072,124.539,110.7,144.028,128.478
32768,262144,248.83,221.279,288.084,256.75
32768,524288,497.652,442.67,575.862,514.235
65536,2,0.543084,0.072402,0.070312,0.0403461
65536,4,0.074643,0.079802,0.04828,0.0437951
65536,8,0.117208,0.040553,0.047755,0.042641
65536,16,0.10667,0.041227,0.047553,0.042621
65536,32,0.17507,0.074681,0.090301,0.075763
65536,64,0.228976,0.141767,0.16119,0.143902
65536,128,0.32569,0.276196,0.31718,0.2792
65536,256,0.599458,0.514394,0.58277,0.516679
65536,512,1.07787,0.96175,1.15465,1.00102
65536,1024,2.04297,1.81844,2.25657,1.99015
65536,2048,3.97155,3.52406,4.45967,3.94832
65536,4096,7.86743,6.96132,8.86371,7.84738
65536,8192,15.6291,13.7874,17.6304,15.69
65536,16384,31.1172,27.4769,35.2292,31.3559
65536,32768,62.1374,54.838,70.3613,62.7003
65536,65536,124.192,109.596,140.701,125.326
65536,131072,248.203,219.076,281.413,250.822
65536,262144,496.292,438.226,563.302,501.34
65536,524288,992.766,877.18,1128.22,1004.16
131072,2,0.61423,0.567428,0.121821,0.077573
131072,4,0.163262,0.365446,0.090786,0.080472
131072,8,0.186137,0.076658,0.0860269,0.080951
131072,16,0.172281,0.076419,0.089691,0.084826
131072,32,0.299281,0.143128,0.16818,0.148759
131072,64,0.420383,0.278883,0.320212,0.285883
131072,128,0.710552,0.543759,0.668147,0.564675
131072,256,1.13933,1.00194,1.21214,1.04919
131072,512,2.12879,1.9134,2.32091,2.02379
131072,1024,4.09716,3.58712,4.55906,4.01803
131072,2048,8.07708,7.02361,8.99995,7.97054
131072,4096,15.9414,13.9519,17.9387,15.8938
131072,8192,31.6987,27.7207,35.8078,31.7626
131072,16384,63.0269,55.3996,71.5176,63.4955
131072,32768,125.8,110.633,142.97,126.943
131072,65536,251.431,221.546,285.813,253.789
131072,131072,502.772,441.874,571.081,506.736
131072,262144,1005.46,883.728,1141.27,1013.47
131072,524288,2012.26,1768.45,2281.97,2029.27
262144,2,0.72365,0.587226,0.25237,0.146396
262144,4,0.608757,0.577001,0.267762,0.153229
262144,8,0.679535,0.185436,0.584407,0.387137
262144,16,0.599161,0.561918,0.205196,0.150266
262144,32,0.649022,0.290894,0.38579,0.292104
262144,64,0.865473,0.576902,0.660354,0.572312
262144,128,1.35936,1.09066,1.31916,1.15013
262144,256,2.41111,1.97701,2.45833,2.13276
262144,512,4.43362,3.7704,4.71506,4.12399
262144,1024,8.54937,7.44154,9.26675,8.14141
262144,2048,16.7699,14.6563,18.4785,16.2687
262144,4096,33.0759,29.1541,36.8241,32.3835
262144,8192,65.848,57.9953,73.5334,64.6764
262144,16384,131.296,115.987,146.927,129.92
262144,32768,262.275,231.779,293.582,258.548
262144,65536,523.948,464.642,587.031,516.957
262144,131072,1048.13,928.469,1174.61,1033.78
262144,262144,2095.03,1857.98,2347.14,2068.02
262144,524288,4190.57,3706.31,4691.84,4133.08
524288,2,0.754208,0.520533,0.909162,0.338302
524288,4,0.745296,0.539836,0.716811,0.75646
524288,8,0.857292,0.646883,0.738628,0.62681
524288,16,1.05352,0.597495,0.374852,0.292849
524288,32,1.15581,0.572095,0.686815,0.583602
524288,64,1.98918,1.09385,1.33593,1.15117
524288,128,2.62853,2.093,2.61735,2.27359
524288,256,4.7695,3.86115,4.86386,4.25897
524288,512,8.86825,7.4234,9.4025,8.24259
524288,1024,17.1789,14.6674,18.4923,16.2929
524288,2048,33.5254,29.0936,36.8897,32.5305
524288,4096,66.1489,58.0759,73.5407,64.839
524288,8192,131.615,115.899,146.933,131.637
524288,16384,262.844,231.833,293.713,259.275
524288,32768,524.865,462.7,587.46,518.446
524288,65536,1048.34,927.959,1176.52,1038.4
524288,131072,2098,1851.49,2353.15,2076.44
524288,262144,4194.69,3701.93,4706.87,4152.87
524288,524288,8388.31,7404.24,9412.56,8302.54
1048576,2,1.61352,1.25989,1.08713,1.18749
1048576,4,1.49792,0.812101,0.698794,0.608821
1048576,8,1.39676,1.35752,1.05259,0.984342
1048576,16,1.75352,0.859608,0.698454,0.599447
1048576,32,2.43022,1.09188,1.35035,1.1513
1048576,64,3.29904,2.12372,2.63732,2.29185
1048576,128,5.35912,4.10619,5.20241,4.54508
1048576,256,9.26216,7.65783,9.74323,8.5166
1048576,512,17.3302,14.8084,18.8039,16.4808
1048576,1024,34.1161,29.2608,37.1017,32.5723
1048576,2048,66.5445,58.1668,74.0786,65.1022
1048576,4096,132.025,115.854,147.73,129.681
1048576,8192,262.879,231.462,295.086,259.07
1048576,16384,524.492,462.285,589.771,517.874
1048576,32768,1048,923.785,1179.55,1035.41
1048576,65536,2095.15,1847.16,2358.34,2070.49
1048576,131072,4188.09,3694.47,4991.96,4439.07
1048576,262144,8765.3,8239.15,11415.5,9613.38
1048576,524288,17654.3,16478.7,22826.8,19227.3
