Degree,Iteration,Implicit Time,No Vector Time,Intrinsic Time,Imntrinsic load time
64,4096,0.102046,0.070929,0.0709199,0.067564
64,8192,0.105562,0.0757079,0.083035,0.088037
64,16384,0.125859,0.0817259,0.090357,0.089522
64,32768,0.149567,0.103237,0.108683,0.115184
64,65536,0.181276,0.129227,0.14633,0.144957
64,131072,0.227256,0.191127,0.206756,0.204229
64,262144,0.358178,0.308104,0.353782,0.325108
64,524288,0.589313,0.537262,0.562276,0.57787
128,2,0.023028,0.0235559,0.015225,0.0127519
128,4,0.0115269,0.020065,0.012077,0.011493
128,8,0.01222,0.021021,0.01286,0.012319
128,16,0.0120489,0.021022,0.0124709,0.013593
128,32,0.029508,0.028376,0.013009,0.013561
128,64,0.02982,0.0292171,0.016695,0.01501
128,128,0.025316,0.027268,0.02302,0.022666
128,256,0.048665,0.039879,0.037334,0.036771
128,512,0.077595,0.043238,0.047447,0.044685
128,1024,0.084889,0.0490831,0.050638,0.054976
128,2048,0.08352,0.060319,0.0635561,0.058546
128,4096,0.09919,0.069461,0.0729339,0.070627
128,8192,0.110655,0.077542,0.085355,0.0815139
128,16384,0.138051,0.093196,0.106958,0.103384
128,32768,0.161653,0.122911,0.130537,0.132713
128,65536,0.238337,0.183671,0.194142,0.197453
128,131072,0.325684,0.301634,0.31167,0.310468
128,262144,0.544352,0.542894,0.596523,0.555595
128,524288,0.968787,0.985829,1.07908,1.02916
256,2,0.016163,0.019501,0.014567,0.0126519
256,4,0.019633,0.010772,0.012109,0.019661
256,8,0.012955,0.021034,0.012747,0.012186
256,16,0.0129,0.026529,0.012785,0.012314
256,32,0.0261851,0.018109,0.0128541,0.013445
256,64,0.024565,0.025263,0.014418,0.015958
256,128,0.0297299,0.0346,0.02401,0.023536
256,256,0.048222,0.034579,0.035152,0.034239
256,512,0.069408,0.047943,0.0472311,0.045531
256,1024,0.0845349,0.055643,0.057284,0.052923
256,2048,0.10141,0.05956,0.067014,0.061182
256,4096,0.113106,0.0694029,0.074115,0.074639
256,8192,0.133376,0.0905521,0.101231,0.099525
256,16384,0.179041,0.120775,0.131184,0.128869
256,32768,0.216295,0.179448,0.202144,0.19117
256,65536,0.354207,0.297477,0.336122,0.310593
256,131072,0.588724,0.537994,0.632932,0.554388
256,262144,1.06622,1.00267,1.16455,1.03223
256,524288,1.99477,1.85574,2.20987,2.00906
512,2,0.023959,0.037701,0.012675,0.012827
512,4,0.013152,0.025814,0.019072,0.011637
512,8,0.020615,0.016622,0.013034,0.017719
512,16,0.025254,0.026641,0.0130469,0.012105
512,32,0.026723,0.035805,0.013878,0.013349
512,64,0.026928,0.025961,0.01727,0.01534
512,128,0.023005,0.0318091,0.02378,0.023067
512,256,0.055252,0.041078,0.032271,0.037462
512,512,0.056442,0.0448919,0.0452409,0.046999
512,1024,0.0807719,0.051621,0.054408,0.054492
512,2048,0.09561,0.0629849,0.072134,0.065721
512,4096,0.116977,0.084286,0.086037,0.090044
512,8192,0.149213,0.107042,0.120868,0.120202
512,16384,0.204574,0.174217,0.190058,0.179068
512,32768,0.319578,0.286913,0.323688,0.306298
512,65536,0.543084,0.529892,0.623443,0.54114
512,131072,1.06025,0.981692,1.15826,1.02849
512,262144,1.88477,1.80372,2.19952,1.99028
512,524288,3.66532,3.5272,4.28919,3.91922
1024,2,0.012258,0.020504,0.011766,0.012701
1024,4,0.021598,0.012147,0.010497,0.018927
1024,8,0.024491,0.030293,0.010538,0.019211
1024,16,0.021028,0.040041,0.012876,0.01778
1024,32,0.023979,0.035668,0.013727,0.01847
1024,64,0.022553,0.038421,0.015774,0.015071
1024,128,0.040174,0.023018,0.024421,0.021879
1024,256,0.066585,0.035333,0.034726,0.03636
1024,512,0.072153,0.055001,0.048197,0.045515
1024,1024,0.097924,0.085673,0.056458,0.054968
1024,2048,0.107374,0.145528,0.078032,0.074175
1024,4096,0.245806,0.185467,0.110843,0.209215
1024,8192,0.483041,0.160586,0.178952,0.168819
1024,16384,0.355691,0.641498,0.347263,0.28951
1024,32768,0.630105,0.557562,0.568774,0.527196
1024,65536,1.78517,0.973954,1.12451,1.00176
1024,131072,2.2445,1.83,2.17392,1.96281
1024,262144,3.48302,3.46521,4.25435,3.86914
1024,524288,7.98549,6.73708,8.42066,7.69193
2048,2,0.0248231,0.015042,0.013573,0.019668
2048,4,0.030911,0.0276549,0.012674,0.017503
2048,8,0.0222469,0.0145469,0.012643,0.0176651
2048,16,0.022667,0.0259431,0.013545,0.017093
2048,32,0.027021,0.026685,0.014863,0.014029
2048,64,0.027601,0.030161,0.0165151,0.017161
2048,128,0.032893,0.030206,0.021995,0.022217
2048,256,0.0624599,0.033532,0.0337799,0.035266
2048,512,0.080763,0.064139,0.060756,0.068366
2048,1024,0.132773,0.098335,0.106939,0.110174
2048,2048,0.215584,0.196727,0.0987119,0.09113
2048,4096,0.47277,0.600393,0.322692,0.158358
2048,8192,1.22141,0.95371,0.408882,0.586014
2048,16384,2.29598,1.06942,0.909798,0.601448
2048,32768,2.24389,1.60135,1.11517,0.978122
2048,65536,1.74085,1.78279,2.15668,1.91904
2048,131072,3.6541,3.42678,4.24392,3.79856
2048,262144,6.78417,6.73886,8.40422,7.56262
2048,524288,13.4622,13.3557,16.7277,15.0648
4096,2,0.036492,0.030426,0.016029,0.01625
4096,4,0.041002,0.019732,0.01243,0.016433
4096,8,0.0248859,0.031129,0.0144469,0.019068
4096,16,0.031805,0.030572,0.014342,0.016522
4096,32,0.03391,0.0288981,0.013975,0.014923
4096,64,0.051352,0.026871,0.0173,0.0167671
4096,128,0.068224,0.022628,0.024527,0.023067
4096,256,0.0857501,0.033509,0.0375309,0.0354711
4096,512,0.115885,0.052831,0.056299,0.056287
4096,1024,0.118199,0.084158,0.09147,0.085997
4096,2048,0.337393,0.397559,0.156983,0.147092
4096,4096,0.609354,0.261638,0.288668,0.269657
4096,8192,0.481107,0.495812,0.553984,0.51108
4096,16384,1.47725,0.94916,1.12625,0.990591
4096,32768,1.74831,1.77198,2.1869,1.94926
4096,65536,3.41909,3.44478,4.31699,3.87015
4096,131072,6.78151,6.78672,8.55475,7.71404
4096,262144,13.4676,13.5029,17.0377,15.4399
4096,524288,26.8582,26.7881,34.0094,30.7463
8192,2,0.041585,0.021945,0.013966,0.012274
8192,4,0.031701,0.037507,0.016847,0.014545
8192,8,0.041667,0.0176501,0.013259,0.015701
8192,16,0.06353,0.01549,0.015343,0.016872
8192,32,0.052398,0.020847,0.016752,0.015553
8192,64,0.070161,0.021291,0.0202951,0.019494
8192,128,0.068986,0.027681,0.031278,0.028347
8192,256,0.084535,0.044423,0.049937,0.045275
8192,512,0.114905,0.077271,0.0869999,0.0812389
8192,1024,0.177045,0.138108,0.160541,0.138904
8192,2048,0.298769,0.263274,0.291264,0.265382
8192,4096,0.549279,0.495042,0.610984,0.511506
8192,8192,1.03495,0.977144,1.15933,0.999077
8192,16384,2.01247,1.88164,2.26138,1.98249
8192,32768,4.84489,3.88638,5.26665,4.64804
8192,65536,8.13721,7.06867,9.14087,8.05577
8192,131072,15.7947,14.0199,18.2162,16.0976
8192,262144,31.5171,27.9325,36.3566,32.1808
8192,524288,62.9592,55.781,72.6961,64.3218
16384,2,0.04634,0.025814,0.034519,0.017346
16384,4,0.0572981,0.0301229,0.022568,0.016685
16384,8,0.065115,0.0229189,0.017784,0.016197
16384,16,0.06543,0.024114,0.024485,0.018252
16384,32,0.054746,0.0184071,0.0208201,0.021786
16384,64,0.075732,0.0287059,0.031718,0.029003
16384,128,0.084669,0.0459509,0.0507791,0.046158
16384,256,0.121813,0.077537,0.088061,0.0788179
16384,512,0.176411,0.138021,0.158727,0.141189
16384,1024,0.309524,0.258911,0.308903,0.26842
16384,2048,0.550108,0.502747,0.617915,0.524861
16384,4096,1.04551,0.993434,1.19074,1.02669
16384,8192,2.02571,1.86407,2.33928,2.03853
16384,16384,3.98347,3.62084,4.61347,4.05717
16384,32768,7.90994,7.09759,9.16267,8.09107
16384,65536,15.7571,14.082,18.2672,16.1633
16384,131072,31.4468,28.0662,36.4639,32.2949
16384,262144,62.8037,55.9364,72.8167,64.5717
16384,524288,125.339,111.801,145.701,129.099
32768,2,0.073977,0.0515,0.036508,0.029326
32768,4,0.077442,0.032991,0.0464,0.039672
32768,8,0.076662,0.026725,0.027458,0.025002
32768,16,0.085241,0.02829,0.033248,0.033497
32768,32,0.076781,0.028395,0.030134,0.030906
32768,64,0.105739,0.0449461,0.049387,0.046356
32768,128,0.135767,0.07826,0.089194,0.080044
32768,256,0.207049,0.148884,0.16328,0.147003
32768,512,0.318598,0.261679,0.296781,0.26774
32768,1024,0.552822,0.505684,0.580285,0.516071
32768,2048,1.03632,0.961863,1.1652,1.01114
32768,4096,2.01184,1.8186,2.27004,1.99706
32768,8192,3.94615,3.52677,4.47407,3.97103
32768,16384,7.83704,6.97509,8.88276,7.90557
32768,32768,15.6243,13.7928,17.7062,15.7995
32768,65536,31.1236,27.5896,35.3655,31.6279
32768,131072,62.1966,54.9372,71.6033,63.7046
32768,262144,124.606,110.497,142.791,127.32
32768,524288,249.25,221.138,285.431,254.407
65536,2,0.112961,0.083638,0.097588,0.070749
65536,4,0.519997,0.065959,0.047996,0.043656
65536,8,0.105541,0.0426009,0.0478391,0.259163
65536,16,0.12378,0.0432601,0.049611,0.044806
65536,32,0.112369,0.044183,0.050506,0.046244
65536,64,0.197444,0.078379,0.08883,0.081481
65536,128,0.236324,0.146971,0.166864,0.15016
65536,256,0.352354,0.282847,0.319882,0.291262
65536,512,0.617479,0.515609,0.621362,0.537821
65536,1024,1.08302,0.996327,1.17901,1.02724
65536,2048,2.07473,1.84272,2.29789,2.02093
65536,4096,4.022,3.55348,4.5138,4.01143
65536,8192,8.07344,7.00755,8.95849,7.99161
65536,16384,15.7293,13.935,17.8467,15.952
65536,32768,31.3242,27.7851,35.6189,31.8644
65536,65536,62.4477,55.3521,71.1697,64.9957
65536,131072,124.909,110.906,143.516,128.311
65536,262144,249.595,221.637,286.969,256.463
65536,524288,499.009,443.534,573.032,512.215
131072,2,0.620336,0.11112,0.086055,0.0777009
131072,4,0.405523,0.083112,0.135007,0.076914
131072,8,0.571012,0.116553,0.092142,0.080231
131072,16,0.231845,0.077713,0.329117,0.080285
131072,32,0.280983,0.079962,0.125092,0.081351
131072,64,0.36609,0.148764,0.170566,0.152708
131072,128,0.51195,0.29218,0.328744,0.304349
131072,256,0.772694,0.554076,0.640659,0.578428
131072,512,1.19121,1.01097,1.23085,1.07141
131072,1024,2.20067,1.89731,2.34721,2.07178
131072,2048,4.28647,3.61286,4.59437,4.07465
131072,4096,8.27833,7.13236,9.10687,8.12225
131072,8192,16.136,14.1564,18.1252,16.2075
131072,16384,32.0671,28.1097,36.1877,32.3465
131072,32768,63.9233,56.1326,72.2853,64.6514
131072,65536,127.7,112.002,144.483,129.32
131072,131072,254.981,223.915,288.906,258.389
131072,262144,509.708,447.707,577.686,518.466
131072,524288,1017.14,896.064,1158.03,1034.06
262144,2,0.630934,0.565935,0.164948,0.149435
262144,4,0.576023,0.161373,0.166777,0.148271
262144,8,0.737075,0.545629,0.413254,0.402728
262144,16,0.645037,0.555185,0.584526,0.151318
262144,32,0.672194,0.153385,0.212615,0.154299
262144,64,0.811366,0.300745,0.328236,0.303073
262144,128,1.18092,0.58123,0.673996,0.58724
262144,256,1.70739,1.09402,1.30463,1.14545
262144,512,2.70323,2.03465,2.42454,2.14332
262144,1024,4.78217,3.78281,4.64583,4.14293
262144,2048,9.01135,7.4238,9.09248,8.17958
262144,4096,17.3314,14.7276,18.1517,16.324
262144,8192,33.9811,29.2932,36.12,32.5053
262144,16384,67.5429,58.551,72.178,64.9209
262144,32768,134.262,116.823,144.154,129.737
262144,65536,267.91,234.162,288.084,259.403
262144,131072,535.103,468.28,576.168,518.603
262144,262144,1069.88,948.712,1152.14,1041.51
262144,524288,2139.79,1925.16,2311.8,2080.67
524288,2,0.71851,0.65935,0.322984,0.661907
524288,4,0.710835,0.288784,0.372024,0.291173
524288,8,0.729342,0.858588,0.743686,0.326771
524288,16,1.00897,0.671659,0.741917,0.730581
524288,32,1.0974,0.655507,0.744084,0.316419
524288,64,1.68991,0.584013,0.690841,0.58259
524288,128,2.30577,1.09973,1.32466,1.15169
524288,256,3.41034,2.1036,2.60016,2.28579
524288,512,5.14384,3.87007,4.8152,4.28005
524288,1024,9.64692,7.44764,9.27489,8.28699
524288,2048,17.9609,14.811,18.2023,16.3434
524288,4096,34.9513,29.3462,36.3047,32.6251
524288,8192,67.9724,58.6688,72.4689,65.0184
524288,16384,135.021,117.161,144.866,129.936
524288,32768,268.492,235.253,289.362,259.79
524288,65536,535.894,471.133,578.598,519.323
524288,131072,1070.1,955.578,1158.46,1039.29
524288,262144,2139.83,1939.8,2316.61,2078.06
524288,524288,4274.94,3940.77,5071.01,4640.14
1048576,2,1.28042,0.984024,1.19976,0.733558
1048576,4,1.59506,1.19052,0.823064,0.66897
1048576,8,1.52692,0.979126,1.20193,1.08513
1048576,16,1.77419,1.00351,1.19582,1.06397
1048576,32,1.90018,0.978934,1.18615,0.70493
1048576,64,2.38458,1.21151,1.59995,1.33201
1048576,128,3.72814,2.3078,3.13032,2.64435
1048576,256,6.0058,4.48613,6.1593,5.27212
1048576,512,10.6448,8.36315,12.6133,9.91876
1048576,1024,19.1471,16.2017,22.2942,19.0746
1048576,2048,36.4613,31.9655,43.998,37.6875
1048576,4096,71.2644,63.8257,87.8512,75.2894
1048576,8192,140.363,127.317,175.034,150.15
1048576,16384,278.833,254.756,349.806,299.955
1048576,32768,555.61,509.579,699.052,599.537
1048576,65536,1109.79,1031,1397.59,1198.8
1048576,131072,2218.54,2077.49,2795.38,2396.83
1048576,262144,4435.2,4185.07,5590.35,4792.26
1048576,524288,8866.47,8401.94,11179.4,9585.77
