Degree,Iteration,No Vector Time,Implicit Time,Intrinsic Time,Intrinsic aligned,LGA,LGAS
16384,64,0.027251,0.0570721,0.030432,0.027109,0.020375,0.0213901
16384,128,0.0451191,0.0599411,0.0506241,0.045296,0.033533,0.031828
16384,256,0.0752381,0.106776,0.081296,0.069965,0.045927,0.0466411
16384,512,0.135529,0.171547,0.151336,0.128881,0.079562,0.082109
16384,1024,0.260142,0.30546,0.279613,0.241601,0.142195,0.147349
16384,2048,0.491586,0.566556,0.547318,0.455118,0.265578,0.284196
16384,4096,0.943931,1.10809,1.11446,0.897462,0.505226,1.66064
16384,8192,1.81399,2.14276,2.18128,1.77625,1.00295,1.04435
16384,16384,3.55186,4.18771,4.29643,3.50985,1.9805,2.05294
16384,32768,6.89558,8.38822,8.51775,7.00068,3.92992,4.07901
16384,65536,13.6901,16.6619,16.9761,13.9765,7.82755,8.12716
16384,131072,27.3358,33.2671,33.8997,27.8998,15.6094,16.2382
16384,262144,54.435,66.4999,67.7421,55.7835,31.1809,32.425
16384,524288,108.726,132.951,135.427,111.594,62.2769,64.8768
16384,1048576,217.324,265.657,270.81,223.069,124.654,129.638
16384,2097152,434.587,531.162,541.417,446.069,249.06,259.319
16384,4194304,868.888,1061.87,1083,892.368,498.33,518.63
16384,8388608,1742.6,2123.53,2166.29,1784.25,996.662,1037.16
16384,16777216,3559.12,4247.51,4335.7,3568.4,1994.21,2074.82
32768,64,0.0463269,0.496233,0.0521601,0.045229,0.028588,0.0305441
32768,128,0.0775601,0.126181,0.087418,0.074385,0.047941,0.0503071
32768,256,0.146921,0.189984,0.160563,0.141476,0.0802721,0.0870419
32768,512,0.261411,0.340565,0.285846,0.245819,0.139581,0.146034
32768,1024,0.50258,0.594705,0.550222,0.471253,0.265694,0.274698
32768,2048,0.976448,1.12344,1.13279,0.896421,0.517131,0.536017
32768,4096,1.84782,2.15037,2.17878,1.77162,0.999708,1.03558
32768,8192,3.5672,4.22996,4.2942,3.50672,1.97515,2.04604
32768,16384,6.91236,8.38283,8.52776,7.00055,3.92866,4.07864
32768,32768,13.7248,16.6956,17.0218,13.9726,7.82557,8.1127
32768,65536,27.3384,33.291,33.9269,27.9254,15.6335,16.2202
32768,131072,54.4588,66.5017,67.8041,55.8085,31.2475,32.4665
32768,262144,108.952,132.914,135.491,111.584,62.4373,64.7822
32768,524288,217.92,265.716,270.881,223.132,124.8,129.524
32768,1048576,436.44,531.463,541.953,446.183,249.701,259.126
32768,2097152,875.902,1062.63,1083.26,892.306,499.165,518.091
32768,4194304,1757.54,2125.14,2167.41,1784.89,999.114,1036.34
32768,8388608,3581,4250.5,4335.78,3569.88,1997.6,2072.56
32768,16777216,7231.44,8500.39,8670.63,7139.22,3993.88,4145.47
65536,64,0.0793789,0.578943,0.0868231,0.074787,0.0469419,0.048525
65536,128,0.144353,0.462147,0.158666,0.133587,0.080561,0.0875809
65536,256,0.27943,0.424452,0.305464,0.257592,0.149843,0.153063
65536,512,0.52104,0.658067,0.565974,0.475769,0.267595,0.276148
65536,1024,0.964331,1.13994,1.128,0.893692,0.518079,0.534622
65536,2048,1.82683,2.22272,2.17308,1.76083,0.998925,1.03198
65536,4096,3.6082,4.3249,4.32152,3.56462,2.00967,2.04877
65536,8192,7.14619,8.52658,8.52961,6.99259,3.94043,4.07
65536,16384,14.2489,16.9041,16.9799,13.9769,7.86855,8.11136
65536,32768,28.2902,33.6725,33.7043,27.8843,15.692,16.2017
65536,65536,54.1202,67.1522,67.0389,55.8081,31.3619,32.3602
65536,131072,108.328,134.164,134.15,111.47,62.7126,64.7092
65536,262144,216.632,268.168,268.26,222.9,125.374,129.396
65536,524288,434.233,536.302,535.711,446.115,250.718,258.763
65536,1048576,872.386,1072.44,1071.4,891.481,501.445,517.57
65536,2097152,1748.37,2144.86,2142.86,1782.87,1002.82,1035.08
65536,4194304,3506.1,4289.13,4285.22,3565.51,2005.74,2070.15
65536,8388608,6985.58,8577.91,8571.14,7131.44,4011.92,4140.51
65536,16777216,13989.5,17156.5,17119.3,14250.5,7994.66,8251.24
