Degree,Iteration,No Vector Time,Implicit Time,Intrinsic Time,Intrinsic aligned,LGA,LGAS
256,64,0.0729199,15.9853,0.027419,0.026079,0.01848,0.0190991
256,128,0.101069,0.0385099,0.0408489,0.03817,0.0234501,0.0258
256,256,0.190288,0.0562689,0.06972,0.06453,0.03476,0.03982
256,512,0.367388,0.11324,0.127259,0.117009,0.0573791,0.0812299
256,1024,0.736265,0.187908,0.243029,0.221859,0.11354,0.123899
256,2048,1.45947,0.362847,0.472936,0.432147,0.193059,0.234138
256,4096,2.8727,0.722435,0.932653,0.853104,0.374657,0.455257
256,8192,5.84301,1.42229,1.88177,1.72265,0.769565,0.917243
256,16384,11.4772,2.77915,3.66078,3.3715,1.44613,1.83039
256,32768,22.869,5.66115,7.41923,6.80107,2.93993,3.59845
256,65536,45.7689,11.2509,14.8334,13.5117,5.83738,7.14486
256,131072,90.3939,22.4339,29.6807,27.0047,11.626,14.2729
256,262144,180.81,44.4841,59.2386,53.9516,23.2359,28.5431
256,524288,367.116,89.7078,118.317,106.662,45.7343,56.7906
256,1048576,714.421,177.355,230.912,213.469,92.0501,113.498
256,2097152,1466.8,356.76,475.455,432.061,186.031,228.493
256,4194304,2921.33,714.563,941.014,863.671,370.83,454.389
256,8388608,5847.7,1417.26,1889.67,1709.59,739.038,912.528
256,16777216,11679.7,2849.48,3771.1,3450.03,1482.87,1826.17
512,64,0.10031,0.0399699,0.0412699,0.0586899,0.0244299,0.0259899
512,128,0.188718,0.057939,0.06995,0.08043,0.0358699,0.0404791
512,256,0.380148,0.10057,0.128449,0.118049,0.0586191,0.06948
512,512,0.718375,0.202558,0.272849,0.224369,0.10524,0.127299
512,1024,1.45612,0.366008,0.474186,0.449137,0.198088,0.241608
512,2048,2.87066,0.724395,0.951364,0.873954,0.396127,0.473817
512,4096,5.73381,1.44459,1.88455,1.71027,0.766605,0.944673
512,8192,11.4375,2.83383,3.77801,3.3484,1.46705,1.86392
512,16384,22.5881,5.6768,7.36002,6.70247,2.92549,3.63622
512,32768,45.5801,11.3251,14.8771,13.6595,5.98086,7.44124
512,65536,91.0525,22.7748,29.7427,27.2758,11.9757,14.7672
512,131072,181.274,45.1612,59.4748,54.9295,24.0853,29.837
512,262144,363.397,90.8384,118.813,108.587,47.7735,59.0648
