Degree,Iteration,No Vector Time,Implicit Time,Intrinsic Time,Intrinsic aligned,LGA,LGAS
256,64,0.0841489,13.0854,0.04821,0.0483791,0.05226,0.0467301
256,128,0.04613,0.0594901,0.047679,0.0480701,0.04974,0.06043
256,256,0.0469189,0.0577091,0.05111,0.0533501,0.052789,0.0541689
256,512,0.0732999,0.064189,0.0553499,0.06183,0.06773,0.066329
256,1024,0.111549,0.0802189,0.0816901,0.0753899,0.08445,0.0793701
256,2048,0.191289,0.10273,0.1111,0.106139,0.0952389,0.095519
256,4096,0.353228,0.146829,0.162829,0.158119,0.116549,0.126439
256,8192,0.687294,0.228258,0.262718,0.245949,0.162489,0.188469
256,16384,1.31955,0.380827,0.470466,0.451387,0.242138,0.278038
256,32768,2.59173,0.688994,0.897543,0.818593,0.403747,0.480036
256,65536,5.13628,1.31897,1.74589,1.57113,0.730514,0.873493
256,131072,10.2212,2.56906,3.40947,3.07482,1.3758,1.68694
256,262144,20.434,5.07157,6.67334,6.0931,2.66127,3.27244
256,524288,40.774,10.1056,13.2857,12.0943,5.24523,6.48432
256,1048576,81.4124,20.0688,26.5203,24.0666,10.4178,12.8294
256,2097152,162.766,40.0435,53.0117,48.0763,20.7219,25.6103
256,4194304,326.342,80.1113,105.984,96.026,41.3476,51.1657
256,8388608,651.569,159.935,211.966,192.251,82.6921,102.34
256,16777216,1303.74,319.964,423.74,384.017,165.236,204.384
512,64,0.0422499,0.04868,0.0419199,0.0413589,0.04219,0.04488
512,128,0.0426899,0.03783,0.041099,0.0406701,0.04279,0.0413901
512,256,0.0665689,0.0509791,0.0478089,0.0498,0.0505699,0.05204
512,512,0.105159,0.063879,0.0640099,0.065179,0.0654891,0.0636289
512,1024,0.183078,0.088029,0.095959,0.0904989,0.07774,0.08657
512,2048,0.342957,0.126859,0.159039,0.139049,0.104809,0.110329
512,4096,0.654155,0.212749,0.286117,0.231398,0.148139,0.162229
512,8192,1.29511,0.355927,0.467656,0.420076,0.238008,0.264808
512,16384,2.56841,0.685535,0.873223,0.796394,0.402047,0.468656
512,32768,5.09526,1.29827,1.70605,1.60138,0.723694,0.884653
512,65536,10.1567,2.5537,3.36477,3.11271,1.39384,1.7124
512,131072,20.3129,5.04997,6.65851,6.12736,2.72116,3.34665
512,262144,40.5655,10.0767,13.2415,12.1794,5.36958,6.63615
