Degree,Iteration,No Vector Time,Implicit Time,Intrinsic Time,Intrinsic aligned,LGA,LGAS
256,64,0.146409,8.97092,0.0505991,0.04657,0.0257101,0.02869
256,128,0.258768,0.106589,0.091149,0.0834001,0.0409501,0.0480691
256,256,0.505906,0.162579,0.170119,0.184058,0.0726689,0.086609
256,512,1.03137,0.253658,0.362487,0.302867,0.135219,0.163759
256,1024,2.06074,0.497586,0.676784,0.624725,0.261358,0.318467
256,2048,4.08589,1.06504,1.35753,1.2239,0.514026,0.650485
256,4096,8.09085,2.00515,2.62081,2.39321,1.09646,1.15379
256,8192,14.6634,3.62429,4.74845,4.32305,1.87438,2.30424
256,16384,25.2097,7.15423,7.08177,6.47787,2.83303,3.45608
256,32768,42.9647,11.0439,14.0102,12.7891,5.54306,6.82321
256,65536,85.5647,22.1327,27.7689,25.3339,10.9402,13.7874
256,131072,171.325,42.4382,55.3687,51.3139,21.842,26.7066
256,262144,355.589,84.6653,111.288,102.98,43.43,53.6234
256,524288,685.116,168.846,221.573,201.909,86.7315,106.828
256,1048576,1375.47,346.036,444.878,415.294,174.561,215.476
256,2097152,2763.72,672.292,888.779,810.428,357.575,429.071
256,4194304,5501.34,1346.94,1783.62,1622.46,696.265,863.628
256,8388608,11079.7,2703.5,3568.31,3249.54,1392.92,1735.14
256,16777216,22099.2,5394.49,7132.44,6529.17,2791.94,3420.97
512,64,0.209359,0.067279,0.0669391,0.062269,0.0317099,0.03676
512,128,0.360556,0.096639,0.123719,0.113129,0.0538801,0.06517
512,256,0.729934,0.182739,0.239018,0.232338,0.09966,0.122399
512,512,1.45951,0.376207,0.507516,0.430576,0.192168,0.251258
512,1024,2.88873,0.737584,0.961962,0.892113,0.377287,0.499836
512,2048,5.55856,1.41666,1.87946,1.6718,0.773464,0.953172
512,4096,11.0441,2.77281,3.56774,3.2615,1.46413,1.82741
512,8192,21.5462,5.53963,7.10887,6.59303,2.84919,3.54166
512,16384,42.6609,11.0859,14.0258,12.7759,5.66542,7.13108
512,32768,85.173,21.5529,27.9411,26.7348,11.951,14.8984
512,65536,175.095,45.134,55.8403,51.0301,22.356,27.8835
512,131072,340.096,84.455,114.649,103.61,44.7463,55.7092
512,262144,681.874,168.425,225.262,205.53,89.2108,111.198
512,524288,1374.07,337.725,446.829,414.767,179.465,223.276
512,1048576,2737.69,678.019,893.82,818.503,381.942,445.138
512,2097152,5470.56,1358.01,1800.3,1637.93,720.238,893.616
512,4194304,10989.9,2706.78,3613.91,3271.5,1435.3,1789.17
512,8388608,21926.5,5418.66,7191.45,6576.42,2878.26,3582.07
512,16777216,43934.4,10825.7,14527.9,13106,5756.22,7156.35
1024,64,0.360827,0.115309,0.126399,0.104139,0.053529,0.063569
1024,128,0.732264,0.188058,0.239798,0.192538,0.0961599,0.118659
1024,256,1.41234,0.381536,0.508226,0.373067,0.204309,0.228898
1024,512,2.84646,0.745244,0.969162,0.779884,0.362147,0.480956
1024,1024,5.61433,1.46466,1.81633,1.51844,0.732014,0.907663
1024,2048,11.043,2.83078,3.5604,2.84207,1.42941,1.75151
1024,4096,21.4839,5.61204,7.09289,5.59037,2.87613,5.35664
1024,8192,42.5896,11.2675,14.0635,11.1243,5.42918,6.75753
1024,16384,85.6907,21.9481,28.0252,22.0889,10.7832,13.4606
1024,32768,169.887,43.2465,55.9205,43.9932,21.5025,26.7766
1024,65536,339.851,87.433,112.535,88.1015,42.8151,53.3581
1024,131072,690.122,171.385,225.001,175.92,85.5298,107.919
1024,262144,1361.47,341.948,446.999,354.431,171.434,214.179
1024,524288,2724.82,701.812,906.865,706.357,343.941,432.426
1024,1048576,5482.15,1372.08,1809.89,1423.6,701.054,859.339
1024,2097152,10950.4,2752.6,3619.18,2840.76,1373.29,1726.16
