Degree,Iteration,No Vector Time,Implicit Time,Intrinsic Time,Intrinsic aligned,LGA,LGAS
256,64,2.63286,18.6621,0.04404,0.0490089,0.049579,0.0647101
256,128,0.0423201,0.0809399,0.0495501,0.0493791,0.050079,0.072849
256,256,0.0823389,0.0827391,0.084399,0.080309,0.0792889,0.0786291
256,512,0.125609,0.131698,0.126299,0.139619,0.126969,0.127339
256,1024,0.151549,0.177068,0.164209,0.176818,0.186148,0.176608
256,2048,0.197528,0.214908,0.210808,0.205378,0.225248,0.219029
256,4096,0.286298,0.233188,0.274658,0.234478,0.260528,0.266628
256,8192,0.471426,0.280668,0.299178,0.295877,0.279218,0.265628
256,16384,0.754304,0.373937,0.397076,0.385327,0.348467,0.341978
256,32768,1.40058,0.536736,0.607825,0.596646,0.406547,0.462006
256,65536,2.67081,0.853903,1.03333,0.972252,0.595965,0.658815
256,131072,5.21485,1.50232,1.86363,1.71884,0.906983,1.06426
256,262144,10.357,2.7164,3.51486,3.20612,1.55783,1.84657
256,524288,20.5399,5.2566,6.83889,6.19045,2.83839,3.48201
256,1048576,40.9027,10.2206,13.4688,12.1991,5.46297,6.63946
256,2097152,81.5787,20.2632,26.7184,24.2662,10.582,13.0593
256,4194304,163.037,40.2451,53.2511,48.2532,20.9263,25.8613
256,8388608,326.611,80.3429,106.354,96.3301,41.5716,51.4381
256,16777216,652.083,160.169,212.53,192.487,82.9385,102.61
512,64,0.0438189,0.059429,0.0423201,0.0431199,0.0431801,0.0426589
512,128,0.0437191,0.0446889,0.04125,0.0419599,0.0423001,0.0417591
512,256,0.0851591,0.078039,0.0789291,0.0740691,0.0723591,0.0785091
512,512,0.103889,0.119739,0.119359,0.127269,0.127499,0.121049
512,1024,0.151159,0.163449,0.166988,0.161309,0.177359,0.170499
512,2048,0.246618,0.185648,0.189339,0.180409,0.220078,0.208739
512,4096,0.408817,0.253908,0.261528,0.243328,0.237958,0.231288
512,8192,0.699564,0.327737,0.352997,0.329378,0.271728,0.306987
512,16384,1.3331,0.516476,0.575316,0.536896,0.365737,0.387947
512,32768,2.60824,0.814173,0.988512,0.911183,0.544705,0.607535
512,65536,5.1389,1.43187,1.79406,1.72112,0.873583,1.02711
512,131072,10.1983,2.65634,3.4579,3.23054,1.53897,1.84918
512,262144,20.3547,5.1653,6.76251,6.23642,2.87513,3.49188
512,524288,40.6202,10.2231,13.3337,12.2782,5.52125,6.82103
512,1048576,81.1998,20.3063,26.9243,24.3729,10.8693,13.3294
512,2097152,162.186,40.2038,52.9941,48.5162,21.4506,26.5006
512,4194304,324.423,80.1815,105.984,96.8775,42.7719,52.8564
512,8388608,648.653,160.207,211.689,193.781,85.1858,105.821
512,16777216,1297.53,320.113,423.145,386.835,170.157,210.771
1024,64,0.04386,0.088789,0.0432499,0.0452701,0.0529391,0.044409
1024,128,0.0448801,0.06277,0.0438991,0.0443001,0.0454699,0.04479
1024,256,0.0788401,0.07986,0.0811099,0.0774001,0.0771491,0.081109
1024,512,0.117619,0.117089,0.122689,0.117809,0.125389,0.122619
1024,1024,0.205098,0.140788,0.146179,0.136499,0.169728,0.168489
1024,2048,0.370807,0.214159,0.202108,0.212558,0.194538,0.184688
1024,4096,0.670854,0.299497,0.306878,0.290217,0.256528,0.257628
1024,8192,1.30903,0.444126,0.522926,0.463627,0.332258,0.353667
1024,16384,2.57754,0.767804,0.939183,0.774144,0.507976,0.568316
1024,32768,5.09276,1.39418,1.8233,1.4515,0.805243,0.948402
1024,65536,10.142,2.66633,3.47485,2.75256,1.44637,1.74251
1024,131072,20.2828,5.20989,6.75166,5.42225,2.72014,3.34119
1024,262144,40.4954,10.3373,13.3919,10.6529,5.26904,6.49829
1024,524288,80.9284,20.4841,27.1373,21.1644,10.3375,12.9003
1024,1048576,161.71,40.8304,53.3632,42.1171,20.5396,25.5827
1024,2097152,323.387,81.4882,106.527,84.0886,40.9075,51.0378
1024,4194304,646.674,162.818,213.082,168.106,81.6699,101.892
1024,8388608,1293.87,325.743,426.046,336.106,163.119,203.61
1024,16777216,2588.08,651.284,852.212,672.518,326.109,407.196
2048,64,0.04545,0.0941999,0.0441901,0.043269,0.064009,0.04602
2048,128,0.0670089,0.051589,0.044569,0.0439899,0.04491,0.04496
2048,256,0.115269,0.0756001,0.074659,0.092529,0.0773591,0.075239
2048,512,0.195768,0.103609,0.10519,0.0998991,0.116099,0.120199
2048,1024,0.349897,0.157309,0.171289,0.163409,0.152379,0.142789
2048,2048,0.672075,0.241388,0.263958,0.253298,0.181919,0.203318
2048,4096,1.29925,0.405457,0.484756,0.392347,0.286838,0.306898
2048,8192,2.56307,0.754464,0.890493,0.728834,0.446327,0.510206
2048,16384,5.08255,1.32808,1.72352,1.38081,0.758014,0.886233
2048,32768,10.1226,2.66103,3.38253,2.72025,1.36871,1.72402
2048,65536,20.26,5.12778,6.68757,5.34371,2.66419,3.24386
2048,131072,40.4585,10.1666,13.3515,10.5758,5.14785,6.34017
2048,262144,80.895,20.2787,26.5877,21.1412,10.091,12.6329
2048,524288,161.608,40.4595,53.0218,42.2255,20.072,25.0994
2048,1048576,323.222,80.8195,106.027,84.2295,40.0362,50.0351
2048,2097152,646.041,161.534,212.156,168.306,79.9052,100.044
2048,4194304,1292.04,322.914,423.864,336.76,159.527,199.927
2048,8388608,2587.08,645.836,848.078,673.069,319.23,399.958
2048,16777216,5168.41,1291.13,1696.23,1345.37,637.897,799.439
4096,64,0.0919991,0.10945,0.0438,0.04374,0.04571,0.044889
4096,128,0.111059,0.095469,0.05749,0.0478001,0.0452591,0.0455589
4096,256,0.199169,0.09819,0.093919,0.0778989,0.0763891,0.073249
4096,512,0.355257,0.128659,0.166578,0.126119,0.09586,0.102099
4096,1024,0.668424,0.223508,0.272188,0.218178,0.146809,0.168519
4096,2048,1.30651,0.379987,0.528946,0.378927,0.250468,0.274688
4096,4096,2.5788,0.701784,0.909432,0.700054,0.416366,0.485896
4096,8192,5.1017,1.34491,1.76594,1.37048,0.715534,0.904503
4096,16384,10.1583,2.61929,3.47129,2.68087,1.4082,1.74924
4096,32768,20.3046,6.22446,6.89203,5.33682,2.65042,3.42043
4096,65536,40.5274,10.3176,13.742,10.5512,5.20385,6.74977
4096,131072,80.9389,20.6297,27.4293,21.0179,10.3515,13.5201
4096,262144,161.897,41.2151,54.753,41.9643,20.6779,26.9232
