Degree,Iteration,No Vector Time,Implicit Time,Intrinsic Time,Intrinsic aligned,LGA,LGAS
256,65536,7.3317,7.75809,7.85456,6.30171,3.58743,3.60585
256,131072,14.698,15.5164,15.6279,13.0287,7.17632,7.48146
256,262144,29.3947,31.0254,31.41,25.371,14.353,14.4259
256,524288,58.6461,62.0708,62.9082,51.9959,28.704,29.9387
256,1048576,117.558,124.115,125.652,101.467,57.4066,57.6684
256,2097152,235.154,248.217,250.139,208.388,114.815,119.727
256,4194304,470.295,496.445,502.573,405.81,229.665,230.717
256,8388608,940.376,992.827,1003.24,881.951,486.662,507.754
256,16777216,1880.73,1985.84,2010.49,1622.94,919.051,923.012
512,64,0.0162185,0.0174128,0.0154906,0.0131017,0.00717717,0.00737295
512,128,0.0415669,0.034129,0.0304573,0.0249647,0.0140668,0.0145601
512,256,0.0634046,0.0679221,0.0661735,0.0525058,0.0295432,0.030474
512,512,0.128464,0.135526,0.132769,0.108331,0.0662613,0.0625167
512,1024,0.252431,0.275664,0.263422,0.209864,0.117437,0.121516
512,2048,0.493054,0.53967,0.510787,0.42015,0.234078,0.241917
512,4096,0.910865,0.967443,0.968226,0.812517,0.442816,0.456457
512,8192,1.79893,1.93532,1.93773,1.58055,0.886978,0.915551
512,16384,3.59969,3.86709,3.86247,3.1565,1.87909,1.82933
512,32768,7.18005,7.72286,7.77372,6.31229,3.54508,3.65929
512,65536,14.3787,15.4412,15.5575,12.6599,7.07852,7.33111
512,131072,28.7124,30.88,30.8977,25.3413,14.1581,14.6452
512,262144,57.4198,61.7578,62.2142,51.1726,28.3655,29.2746
512,524288,114.835,123.536,124.154,101.493,56.7274,58.5724
512,1048576,229.689,247.065,248.731,202.946,113.467,117.119
512,2097152,460.171,494.092,495.512,405.702,226.91,234.298
512,4194304,920.221,988.161,993.55,811.04,453.851,468.607
512,8388608,1840.43,1976.24,2106.16,1623.93,908.584,938.853
512,16777216,3680.96,3952.94,4193.85,3245.82,1815.52,1874.51
1024,64,0.0419508,0.0347131,0.0304874,0.0247543,0.0141216,0.0139431
