Degree,Iteration,OMPTime,VecTime,Auto Vec Time
4096,1048576,191.227,285.995,209.653
4096,2097152,373.73,546.074,402.237
4096,4194304,735.392,936.886,785.545
4096,8388608,1478.68,1872.55,1546.47
4096,16777216,2984.89,3720.34,3009.41
8192,64,135.058,64.8399,2.35312
8192,128,3.13094,2.06936,3.02393
8192,256,8.55076,4.17738,3.57631
8192,512,8.49285,4.37006,3.66316
8192,1024,8.8541,4.85758,3.95721
8192,2048,9.92687,5.94687,4.27813
8192,4096,11.1953,8.10869,5.02131
8192,8192,14.2079,12.4668,6.64627
8192,16384,16.7478,21.0009,9.60164
8192,32768,24.3838,25.8119,15.105
8192,65536,32.1387,35.7479,26.5728
8192,131072,67.1502,65.2364,51.6911
8192,262144,94.7032,119.53,122.675
8192,524288,185.384,235.961,218.863
8192,1048576,416.067,467.949,397.827
8192,2097152,733.944,925.368,794.318
8192,4194304,1560.32,1869.13,1610.6
8192,8388608,2944.08,3710.55,2999.56
8192,16777216,5929.11,7423.9,5843.05
16384,64,4.89001,2.88109,2.47697
16384,128,5.84398,4.68105,4.40982
16384,256,8.73667,4.78279,4.26821
16384,512,9.06425,5.14282,4.24785
16384,1024,10.0818,5.88947,4.44885
16384,2048,11.4297,7.8492,5.17531
16384,4096,14.2716,11.6584,6.57404
16384,8192,18.1294,19.2916,9.26772
16384,16384,23.276,23.635,16.1303
16384,32768,32.3259,36.0567,27.5289
16384,65536,56.5866,65.8021,52.0271
16384,131072,105.342,125.98,101.767
16384,262144,204.708,256.758,223.406
16384,524288,441.67,494.513,375.422
16384,1048576,798.949,988.484,799.504
16384,2097152,1648.91,1972.61,1580.4
16384,4194304,3195.15,3958.38,3112.94
16384,8388608,6468.91,7817.99,5998.63
16384,16777216,12805.8,15668.6,11728.4
32768,64,24.5881,8.90469,7.67252
32768,128,16.6264,7.55679,7.01141
32768,256,17.6345,7.54186,6.44952
32768,512,18.1682,9.0154,7.03025
32768,1024,4.50972,5.68759,5.52433
32768,2048,15.9586,12.9371,6.87505
32768,4096,18.0398,20.5702,10.1235
32768,8192,24.1654,24.1598,16.3304
32768,16384,34.2257,43.5466,39.2976
32768,32768,56.2969,64.8841,62.5916
32768,65536,99.496,120.089,128.03
32768,131072,189.889,239.441,227.664
32768,262144,393.356,500.591,430.787
32768,524288,739.836,991.455,855.773
32768,1048576,1466.21,1863.21,1618.58
32768,2097152,2961.75,3721.92,3069.14
32768,4194304,5923.73,7428.53,6012.86
32768,8388608,12066.3,15135.3,11781.8
32768,16777216,23661.2,29583.4,23363
65536,64,5.83063,3.32178,2.9171
65536,128,3.7481,2.87837,2.68017
65536,256,4.18381,3.31883,3.1716
65536,512,6.62178,6.47284,4.10901
65536,1024,10.1575,11.1878,7.85007
65536,2048,18.0979,20.4049,11.5726
65536,4096,25.4338,24.9857,18.6863
65536,8192,32.831,42.6111,31.9429
65536,16384,60.1994,70.3218,65.9552
65536,32768,111.911,141.059,205.693
65536,65536,234.965,277.919,242.83
65536,131072,442.433,551.303,522.041
65536,262144,881.059,1100.1,956.993
65536,524288,1815.68,2247,1939.35
65536,1048576,3427.61,4276.92,3720.5
65536,2097152,6941.13,8559.13,7248.38
65536,4194304,13790,17042.6,14171.6
65536,8388608,27633.8,34190.2,27944.5
65536,16777216,55527.2,68105.5,55464.9
