Degree,Iteration,OMPTime,VecTime,Auto Vec Time
128,262144,24.5842,25.5003,21.5047
128,524288,48.047,54.4788,46.2476
128,1048576,95.6584,101.378,87.8368
128,2097152,190.961,202.892,177.408
128,4194304,389.037,409.889,357.563
128,8388608,762.894,1158.89,699.758
128,16777216,1552.89,1622.11,1493.84
256,64,0.362225,0.288395,0.276631
256,128,0.367482,0.318884,0.320869
256,256,0.368643,0.319696,0.318069
256,512,0.442226,0.3886,0.376113
256,1024,0.523316,0.465803,0.452802
256,2048,0.715142,0.665909,0.618337
256,4096,1.10546,1.0707,0.961838
256,8192,1.8773,1.88206,1.64627
256,16384,3.37719,3.45412,2.97905
256,32768,6.40668,6.78684,5.71248
256,65536,12.4988,13.1899,11.1072
256,131072,24.4723,25.77,21.8016
256,262144,48.2417,51.1869,43.8744
256,524288,100.256,101.757,84.5012
256,1048576,200.094,202.258,167.512
256,2097152,399.215,429.038,348.823
256,4194304,771.516,820.695,676.847
256,8388608,1549.2,1607.44,1351.95
256,16777216,3181.07,3208.43,3290.16
512,64,0.381011,0.306492,0.348313
512,128,0.383699,0.327359,0.313419
512,256,0.423848,0.373408,0.350579
512,512,0.515297,0.520032,0.461763
512,1024,0.710115,0.699792,0.648728
512,2048,1.10648,1.17051,1.01183
512,4096,1.89477,2.03623,1.67776
512,8192,3.44958,3.80261,3.44212
512,16384,6.53733,7.40007,5.6213
512,32768,12.5354,14.1277,11.0535
512,65536,25.3858,27.6226,21.7582
512,131072,48.6281,54.8395,43.2938
512,262144,96.1124,102.586,92.3149
512,524288,193.351,204.473,167.517
512,1048576,383.022,414.47,335.284
512,2097152,759.934,845.287,667.509
512,4194304,1530.18,1734.2,1367.24
512,8388608,3049.77,3483.65,2742.33
512,16777216,6037.5,6492.51,5311.62
1024,64,0.447973,0.345092,0.32633
1024,128,0.467721,0.399033,0.361165
1024,256,0.532944,0.549774,0.476534
1024,512,0.732877,0.712634,0.66285
1024,1024,1.14394,1.2243,1.0108
1024,2048,1.93426,2.13592,1.6848
1024,4096,3.45349,3.84793,3.07904
1024,8192,6.54855,7.35266,5.78804
1024,16384,12.8308,14.7492,11.3253
1024,32768,25.444,28.6614,26.3608
1024,65536,50.4269,56.1227,47.7308
1024,131072,100.173,118.215,88.5041
1024,262144,199.109,226.685,176.981
1024,524288,392.234,448.036,345.995
1024,1048576,786.437,878.499,677.074
1024,2097152,1603.51,1777.37,1383.44
1024,4194304,3103.3,3460.02,2799.48
1024,8388608,6154.18,6961.16,5381.07
1024,16777216,12709,16699.9,10755.8
2048,64,0.548302,0.437382,0.396065
2048,128,0.565562,0.544995,0.478121
2048,256,0.772421,0.829639,0.670138
2048,512,1.19498,1.27978,1.06805
2048,1024,2.02769,2.32884,1.85221
2048,2048,3.83842,4.33444,3.4016
2048,4096,7.03491,8.78469,6.45844
2048,8192,13.7984,16.7707,12.7716
2048,16384,27.4997,32.733,26.0119
2048,32768,54.5369,68.5099,49.3826
2048,65536,106.254,135.3,97.6941
2048,131072,211.189,263.085,195.828
2048,262144,427.473,512.699,395.233
2048,524288,860.789,1108.82,806.598
2048,1048576,1718.75,2092.96,1621.08
2048,2097152,3376.79,4162.23,3204.19
2048,4194304,6841.72,8167.97,6581.6
2048,8388608,13511.6,16187.4,12421.1
2048,16777216,27118.8,32320.8,25119.1
4096,64,0.693468,0.611618,0.52332
4096,128,0.786175,0.793796,0.674692
4096,256,1.33178,1.38063,1.05808
4096,512,2.03207,2.40961,1.82794
4096,1024,3.68788,4.40507,3.32483
4096,2048,7.09537,8.64954,6.51817
4096,4096,13.6455,16.7876,12.5229
4096,8192,27.2388,32.4608,24.1118
4096,16384,53.4467,68.5253,48.2674
4096,32768,106.924,130.776,95.9664
4096,65536,214.414,282.738,193.808
4096,131072,429.112,544.298,386.047
4096,262144,856.349,1043.14,759.806
4096,524288,1699.52,2049.26,1533.25
4096,1048576,3411.17,4277.83,3060.17
4096,2097152,6794.68,8174.8,6110.69
4096,4194304,13637.4,17770,12324.3
4096,8388608,27894.7,34627.6,25385.5
4096,16777216,55112.2,67028.9,48914.4
8192,64,0.952532,0.896299,0.766362
8192,128,1.36638,1.45682,1.13083
8192,256,2.1539,2.56495,1.94009
8192,512,3.85094,4.65235,3.29884
8192,1024,7.15073,8.82266,6.28429
8192,2048,13.7893,17.151,12.3724
8192,4096,27.1371,33.5511,23.8154
8192,8192,53.9737,65.7134,47.5059
8192,16384,109.443,130.184,93.6162
8192,32768,212.774,262.669,192.651
8192,65536,426.663,569.765,383.333
8192,131072,863.199,1035.71,753.34
8192,262144,1706.95,2125.6,1520.45
8192,524288,3394.29,4179.77,3011.2
8192,1048576,6752.74,8392.87,5984.55
8192,2097152,13507.1,17030.5,12103.2
8192,4194304,27091.2,33552.9,24092.4
8192,8388608,54442,65841.6,48363
8192,16777216,108118,131351,95636
16384,64,1.45523,1.39228,1.16433
16384,128,2.12229,2.48571,1.94929
16384,256,3.8418,4.52943,3.33658
16384,512,7.37937,8.86136,6.16787
16384,1024,14.1073,16.6125,12.0139
16384,2048,27.4325,34.6138,23.8119
16384,4096,54.4903,67.4181,47.1438
16384,8192,107.318,130.16,94.714
16384,16384,218.413,259.051,192.607
16384,32768,426.394,524.453,376.19
16384,65536,848.136,1041.8,764.484
16384,131072,1698.41,2113.91,1500.62
16384,262144,3397.03,4122.34,3025.18
16384,524288,6772.57,8379.01,6147.97
16384,1048576,13514.6,16906.5,12098.5
16384,2097152,27339.6,33277.9,24078.5
16384,4194304,54012.9,65729.1,48042.3
16384,8388608,110633,134514,96201.1
16384,16777216,227189,270065,192891
32768,64,2.38972,2.56857,1.9881
32768,128,3.86142,4.42656,3.48932
32768,256,7.50615,9.42755,7.03987
32768,512,14.4253,17.0431,13.1947
32768,1024,28.8918,34.6064,26.3409
32768,2048,55.2408,67.3589,50.8222
32768,4096,112.407,138.265,104.894
32768,8192,233.079,290.039,208.07
32768,16384,458.8,547.89,420.619
32768,32768,880.594,1109.66,834.541
32768,65536,1779.36,2123.41,1645.04
32768,131072,3488.62,4209.58,3250.82
32768,262144,7195.14,8790.3,6499.2
32768,524288,14276,17358.6,12864.7
32768,1048576,28717.7,35062.9,26508
32768,2097152,55917.5,69739.3,51311.6
32768,4194304,110861,133963,102317
32768,8388608,220670,270631,205091
