Degree,Iteration,OMPTime,VecTime,Auto Vec Time
8192,256,0.868043,0.911842,0.839249
8192,512,0.934793,1.01921,0.918642
8192,1024,1.10963,1.27847,1.09665
8192,2048,1.47404,1.74406,1.45001
8192,4096,2.20254,2.70145,2.10803
8192,8192,3.62615,4.63163,3.44966
8192,16384,6.76855,8.5349,6.04746
8192,32768,12.2732,16.199,12.2157
8192,65536,23.836,31.4448,24.2419
8192,131072,46.8708,62.4577,45.8324
8192,262144,92.5842,124.004,90.6527
8192,524288,184.217,249.452,181.36
8192,1048576,368.366,494.276,361.444
8192,2097152,737.468,992.492,723.19
8192,4194304,1497.19,1995.39,1487.47
8192,8388608,2988.66,3962.82,2960.08
8192,16777216,6054.73,7815.75,6334.6
16384,64,2.0678,1.12637,1.0334
16384,128,1.02256,1.04859,1.01816
16384,256,1.24239,1.15791,1.00271
16384,512,1.2151,1.32372,1.20741
16384,1024,1.53072,1.80087,1.60622
16384,2048,2.26413,2.70492,2.28128
16384,4096,3.91844,4.52603,3.64016
16384,8192,6.65967,8.26407,6.56284
16384,16384,12.4517,15.5655,12.1454
16384,32768,23.9835,30.17,23.4261
16384,65536,46.6108,58.743,45.6498
16384,131072,92.2654,116.757,90.4711
16384,262144,184.058,232.439,180.253
16384,524288,368.781,464.883,361.038
16384,1048576,747.061,937.282,729.35
16384,2097152,1482.99,1861.66,1452.51
16384,4194304,3006.08,3742.61,3031.45
16384,8388608,6272.68,7406.74,6294.01
16384,16777216,11882.1,14763.5,11592
32768,64,2.5399,1.53057,1.41825
32768,128,1.65885,1.4077,1.30188
32768,256,1.45222,1.53118,1.40831
32768,512,1.73308,1.97979,1.66217
32768,1024,2.64334,2.91134,2.35362
32768,2048,3.85572,4.82472,3.66914
32768,4096,6.81586,8.73193,6.41048
32768,8192,12.7013,16.3888,11.6784
32768,16384,26.0522,31.8234,23.5172
32768,32768,50.7613,62.5793,45.8309
32768,65536,92.9575,124.073,85.1061
32768,131072,202.31,249.67,181.251
32768,262144,405.533,496.925,362.877
32768,524288,738.04,993.985,687.011
32768,1048576,1626.74,1985.75,1442.2
32768,2097152,3201.2,3968.5,2924.75
32768,4194304,6005.93,7948.5,5504.5
32768,8388608,13028.4,15830.4,11502.5
32768,16777216,25964.1,31374.7,23098.5
65536,64,5.55869,1.89588,1.72356
65536,128,2.19155,1.93387,1.73523
65536,256,2.14862,2.34505,2.03105
65536,512,3.06055,3.45114,2.84694
65536,1024,4.71235,5.77147,4.52547
65536,2048,8.53799,10.4331,7.88312
65536,4096,16.2484,19.7312,14.721
65536,8192,31.0247,38.3203,28.4245
65536,16384,61.1218,75.6961,55.8358
65536,32768,120.747,150.069,110.044
65536,65536,234.16,300.066,222.332
65536,131072,460.789,595.437,440.377
65536,262144,938.117,1193.81,878.012
65536,524288,1883.33,2393.97,1790.8
65536,1048576,3853.86,4781.81,3736.81
65536,2097152,7710.81,9565.56,7437.76
65536,4194304,15509.3,18990.7,14833
65536,8388608,30468.9,38111.3,29542.5
65536,16777216,60476,75898.4,58687.9
