Degree,Iteration,OMPTime,VecTime,Auto Vec Time
256,32768,7.02404,6.45722,5.67698
256,65536,7.91789,6.69929,5.8575
256,131072,10.1444,7.0972,6.27136
256,262144,14.2803,8.49162,7.54484
256,524288,22.7808,11.3176,9.31249
256,1048576,39.6036,16.6441,13.0759
256,2097152,73.0255,27.5782,20.6366
256,4194304,140.451,49.166,36.3702
256,8388608,301.201,92.2598,66.2156
256,16777216,545.174,176.14,125.512
512,64,5.44013,5.51495,5.50034
512,128,5.52862,5.56818,5.52876
512,256,5.65435,5.44625,5.49976
512,512,5.58142,5.67476,5.43278
512,1024,5.82723,5.83062,5.60304
512,2048,5.77158,5.93983,5.48493
512,4096,5.91814,5.90219,5.82072
512,8192,6.3366,6.11045,5.70653
512,16384,6.72838,6.30136,5.9272
512,32768,7.64311,6.79669,6.01703
512,65536,9.67725,7.18667,6.11674
512,131072,13.8712,8.82569,7.42614
512,262144,22.2966,11.5711,9.63469
512,524288,39.1267,16.7759,13.2076
512,1048576,72.7897,27.614,20.9249
512,2097152,139.77,49.5351,36.8511
512,4194304,275.198,115.297,67.9234
512,8388608,541.589,180.941,130.797
512,16777216,1077.29,352.699,250.067
1024,64,31.8354,7.15333,5.86231
1024,128,5.9315,5.97211,5.87007
1024,256,5.85116,6.05932,5.91645
1024,512,5.95479,6.06339,5.94238
1024,1024,6.23974,6.16781,5.88385
1024,2048,6.22065,6.25634,5.86357
1024,4096,6.47103,6.3037,6.0824
1024,8192,7.08788,6.46237,6.16869
1024,16384,8.04351,6.611,6.13085
1024,32768,10.0701,7.3075,6.83679
1024,65536,14.2994,8.62651,7.84957
1024,131072,22.5335,11.5417,9.53135
1024,262144,39.3902,17.1581,13.8177
1024,524288,73.2832,28.4125,22.1385
1024,1048576,140.254,49.9128,38.1244
1024,2097152,274.523,94.2473,68.4522
1024,4194304,542.999,183.429,134.459
1024,8388608,1091.08,387.655,305.36
1024,16777216,2164.11,731.564,544.371
2048,64,8.61222,6.96559,5.80383
2048,128,5.80515,5.78231,5.75099
2048,256,5.84068,5.82572,5.82392
2048,512,5.97514,5.88803,5.73635
2048,1024,6.09334,6.06167,5.82394
2048,2048,6.34293,6.17515,6.00453
2048,4096,6.9132,6.34086,6.03454
2048,8192,7.86166,6.96513,6.46639
2048,16384,10.2569,7.77572,7.28611
2048,32768,14.7806,9.35884,8.55908
2048,65536,23.0168,12.9075,11.4121
2048,131072,39.8975,20.123,16.8421
2048,262144,74.1992,34.1174,28.4217
2048,524288,142.57,61.988,50.6094
2048,1048576,278.92,116.822,94.4595
2048,2097152,551.991,229.69,185.352
2048,4194304,1099.09,454.315,370.934
2048,8388608,2195.46,909.879,741.652
2048,16777216,4373.3,1800,1446.48
4096,64,6.93043,6.6448,6.11075
4096,128,6.23589,6.23767,6.18635
4096,256,5.88372,6.79507,6.64888
4096,512,6.86913,6.88372,6.64857
4096,1024,7.14249,6.93075,6.84464
4096,2048,7.67829,7.21928,6.98986
4096,4096,8.72355,7.70388,7.29464
4096,8192,10.6597,8.54598,7.92819
4096,16384,15.0367,9.86472,9.41042
4096,32768,23.6173,13.7245,12.4715
4096,65536,40.3933,20.9478,18.0458
4096,131072,74.8941,35.3169,30.3541
4096,262144,142.776,63.8918,52.9356
4096,524288,279.392,121.526,98.8087
4096,1048576,553.551,237.856,186.107
4096,2097152,1098.06,470.637,373.166
4096,4194304,2187.74,964.104,738.659
4096,8388608,4368.83,1846.35,1464.2
4096,16777216,8730.73,3711.8,2963.19
8192,64,6.11085,6.3639,6.30691
8192,128,5.83081,7.05937,6.87264
8192,256,5.93689,6.53663,6.42234
8192,512,6.95237,6.53545,6.60092
8192,1024,7.58002,6.84688,6.85428
8192,2048,8.59621,7.26794,7.17013
8192,4096,10.6752,8.30834,7.85279
8192,8192,15.1858,10.1416,9.26804
8192,16384,23.1863,13.4348,12.0389
8192,32768,40.4652,20.5377,17.7434
8192,65536,73.5469,35.4067,30.0473
8192,131072,142.988,64.3698,52.9413
8192,262144,279.479,121.861,100.168
8192,524288,551.867,236.799,198.822
8192,1048576,1096.3,467.065,379.318
8192,2097152,2185.89,928.701,738.047
8192,4194304,4363.77,1848.97,1472.9
8192,8388608,8721.21,3685.89,2953.26
8192,16777216,17435.9,7360.9,5928.35
16384,64,6.12278,7.26272,7.41927
16384,128,7.50021,7.45071,7.50934
16384,256,6.39443,6.82255,7.05182
16384,512,6.91867,7.62383,8.03916
16384,1024,7.94157,7.55078,7.75777
16384,2048,10.1113,9.18386,9.61718
16384,4096,14.5008,10.3995,10.1752
16384,8192,22.6385,14.3232,13.3804
16384,16384,39.7254,21.1146,18.639
16384,32768,74.2156,36.0586,30.9484
16384,65536,141.934,63.9666,54.0183
16384,131072,278.031,122.609,99.4471
16384,262144,552.041,238.197,194.438
16384,524288,1096.09,467.956,388.758
16384,1048576,2186.04,929.98,729.927
16384,2097152,4365.42,1848.38,1474.05
16384,4194304,8724.92,3689.13,2978.54
16384,8388608,17437.9,7359.07,5797.19
16384,16777216,34877.7,15500.5,11694.1
32768,64,6.12285,6.95655,6.98468
32768,128,6.41409,7.90438,7.86057
32768,256,8.01304,8.06729,8.58336
32768,512,8.3651,7.91616,8.65004
32768,1024,10.818,9.77628,11.9796
32768,2048,15.7223,10.9649,12.3556
32768,4096,25.8248,14.9261,16.9141
32768,8192,44.7809,23.6239,27.171
32768,16384,84.92,39.6107,42.8232
32768,32768,163.21,72.806,72.017
32768,65536,316.444,135.865,131.505
32768,131072,626.42,262.143,256.593
32768,262144,1251.85,491.433,437.41
32768,524288,2501.09,982.89,879.232
32768,1048576,4985.62,1961.8,1747.28
32768,2097152,10023.8,3894.57,3464.57
32768,4194304,19915.4,7731.89,6744.37
32768,8388608,39610.9,15306.2,13006.8
32768,16777216,80807.8,30964.1,27101.8
65536,64,6.97112,7.42205,7.38669
65536,128,7.51086,9.04499,8.80645
65536,256,9.19223,9.56271,9.54744
65536,512,12.3126,12.2346,13.5846
65536,1024,18.0425,16.2839,17.9792
65536,2048,29.26,25.7491,28.1489
65536,4096,51.9811,44.1791,51.9579
65536,8192,97.6111,83.8233,93.5938
65536,16384,186.377,152.105,171.774
65536,32768,368.575,300.905,328.281
65536,65536,725.352,576.712,662.977
65536,131072,1446.66,1142.69,1322.13
65536,262144,2940.85,2303.68,2519.38
65536,524288,5812.25,4607.24,5134.09
65536,1048576,11488.9,9093.83,10070.1
65536,2097152,22943.9,17911.9,20156.7
65536,4194304,45975.5,36253.5,40685.1
65536,8388608,92267.3,73607.4,80611
65536,16777216,184000,143359,162395
